3.16227766017e-06     5.02357269867e-24     5.02357269867e-24 
3.1662853755e-06     4.99205415395e-24     4.99205415395e-24 
3.17029817002e-06     4.9607335974e-24     4.9607335974e-24 
3.17431605015e-06     4.92960978411e-24     4.92960978411e-24 
3.17833902235e-06     4.89868147702e-24     4.89868147702e-24 
3.18236709307e-06     4.86794744687e-24     4.86794744687e-24 
3.18640026877e-06     4.83740647211e-24     4.83740647211e-24 
3.19043855591e-06     4.80705733888e-24     4.80705733888e-24 
3.19448196098e-06     4.77689884098e-24     4.77689884098e-24 
3.19853049046e-06     4.74692977976e-24     4.74692977976e-24 
3.20258415085e-06     4.71714896416e-24     4.71714896416e-24 
3.20664294866e-06     4.68755521058e-24     4.68755521058e-24 
3.21070689038e-06     4.65814734288e-24     4.65814734288e-24 
3.21477598254e-06     4.62892419232e-24     4.62892419232e-24 
3.21885023167e-06     4.59988459751e-24     4.59988459751e-24 
3.2229296443e-06     4.57102740438e-24     4.57102740438e-24 
3.22701422698e-06     4.54235146611e-24     4.54235146611e-24 
3.23110398626e-06     4.5138556431e-24     4.5138556431e-24 
3.2351989287e-06     4.48553880292e-24     4.48553880292e-24 
3.23929906087e-06     4.45739982026e-24     4.45739982026e-24 
3.24340438934e-06     4.4294375769e-24     4.4294375769e-24 
3.24751492071e-06     4.40165096166e-24     4.40165096166e-24 
3.25163066156e-06     4.37403887034e-24     4.37403887034e-24 
3.2557516185e-06     4.3466002057e-24     4.3466002057e-24 
3.25987779813e-06     4.31933387737e-24     4.31933387737e-24 
3.26400920709e-06     4.2922388019e-24     4.2922388019e-24 
3.26814585199e-06     4.2653139026e-24     4.2653139026e-24 
3.27228773947e-06     4.23855810959e-24     4.23855810959e-24 
3.27643487617e-06     4.2119703597e-24     4.2119703597e-24 
3.28058726875e-06     4.18554959647e-24     4.18554959647e-24 
3.28474492387e-06     4.15929477008e-24     4.15929477008e-24 
3.2889078482e-06     4.1332048373e-24     4.1332048373e-24 
3.29307604841e-06     4.10727876149e-24     4.10727876149e-24 
3.2972495312e-06     4.08151551251e-24     4.08151551251e-24 
3.30142830325e-06     4.0559140667e-24     4.0559140667e-24 
3.30561237128e-06     4.03047340688e-24     4.03047340688e-24 
3.30980174198e-06     4.00519252221e-24     4.00519252221e-24 
3.31399642209e-06     3.98007040826e-24     3.98007040826e-24 
3.31819641833e-06     3.95510606689e-24     3.95510606689e-24 
3.32240173744e-06     3.93029850626e-24     3.93029850626e-24 
3.32661238616e-06     3.90564674076e-24     3.90564674076e-24 
3.33082837125e-06     3.88114979097e-24     3.88114979097e-24 
3.33504969948e-06     3.85680668366e-24     3.85680668366e-24 
3.33927637761e-06     3.83261645169e-24     3.83261645169e-24 
3.34350841242e-06     3.80857813404e-24     3.80857813404e-24 
3.34774581071e-06     3.78469077571e-24     3.78469077571e-24 
3.35198857926e-06     3.76095342771e-24     3.76095342771e-24 
3.35623672489e-06     3.73736514705e-24     3.73736514705e-24 
3.36049025442e-06     3.71392499662e-24     3.71392499662e-24 
3.36474917466e-06     3.69063204526e-24     3.69063204526e-24 
3.36901349244e-06     3.66748536763e-24     3.66748536763e-24 
3.37328321461e-06     3.64448404424e-24     3.64448404424e-24 
3.37755834802e-06     3.62162716136e-24     3.62162716136e-24 
3.38183889952e-06     3.59891381102e-24     3.59891381102e-24 
3.38612487598e-06     3.57634309097e-24     3.57634309097e-24 
3.39041628428e-06     3.55391410463e-24     3.55391410463e-24 
3.3947131313e-06     3.53162596104e-24     3.53162596104e-24 
3.39901542393e-06     3.50947777489e-24     3.50947777489e-24 
3.40332316908e-06     3.48746866639e-24     3.48746866639e-24 
3.40763637365e-06     3.46559776133e-24     3.46559776133e-24 
3.41195504456e-06     3.44386419096e-24     3.44386419096e-24 
3.41627918874e-06     3.42226709203e-24     3.42226709203e-24 
3.42060881314e-06     3.4008056067e-24     3.4008056067e-24 
3.42494392468e-06     3.37947888252e-24     3.37947888252e-24 
3.42928453034e-06     3.35828607243e-24     3.35828607243e-24 
3.43363063706e-06     3.33722633468e-24     3.33722633468e-24 
3.43798225182e-06     3.31629883282e-24     3.31629883282e-24 
3.44233938161e-06     3.29550273565e-24     3.29550273565e-24 
3.44670203341e-06     3.27483721722e-24     3.27483721722e-24 
3.45107021422e-06     3.25430145677e-24     3.25430145677e-24 
