 0.10000000E+01  0.12819378E-15
 0.10030759E+01  0.12638518E-15
 0.10061612E+01  0.12462199E-15
 0.10092560E+01  0.12290305E-15
 0.10123603E+01  0.12122727E-15
 0.10154742E+01  0.11959359E-15
 0.10185976E+01  0.11800101E-15
 0.10217307E+01  0.11644854E-15
 0.10248734E+01  0.11493525E-15
 0.10280258E+01  0.11346023E-15
 0.10311878E+01  0.11202264E-15
 0.10343596E+01  0.11062163E-15
 0.10375412E+01  0.10925642E-15
 0.10407325E+01  0.10792624E-15
 0.10439336E+01  0.10663036E-15
 0.10471446E+01  0.10536808E-15
 0.10503655E+01  0.10413874E-15
 0.10535963E+01  0.10294168E-15
 0.10568370E+01  0.10177631E-15
 0.10600877E+01  0.10064203E-15
 0.10633483E+01  0.99538298E-16
 0.10666191E+01  0.98464574E-16
 0.10698998E+01  0.97420359E-16
 0.10731907E+01  0.96405178E-16
 0.10764917E+01  0.95418580E-16
 0.10798028E+01  0.94460140E-16
 0.10831241E+01  0.93529459E-16
 0.10864557E+01  0.92626162E-16
 0.10897974E+01  0.91749900E-16
 0.10931495E+01  0.90900351E-16
 0.10965119E+01  0.90077214E-16
 0.10998846E+01  0.89280216E-16
 0.11032677E+01  0.88509110E-16
 0.11066612E+01  0.87763673E-16
 0.11100651E+01  0.87043709E-16
 0.11134795E+01  0.86349048E-16
 0.11169044E+01  0.85679548E-16
 0.11203398E+01  0.85035093E-16
 0.11237859E+01  0.84415596E-16
 0.11272425E+01  0.83821000E-16
 0.11307097E+01  0.83251278E-16
 0.11341876E+01  0.82706432E-16
 0.11376762E+01  0.82186499E-16
 0.11411755E+01  0.81691547E-16
 0.11446856E+01  0.81221683E-16
 0.11482065E+01  0.80777047E-16
 0.11517382E+01  0.80357820E-16
 0.11552808E+01  0.79964223E-16
 0.11588343E+01  0.79596521E-16
 0.11623987E+01  0.79255026E-16
 0.11659741E+01  0.78940097E-16
 0.11695605E+01  0.78652146E-16
 0.11731579E+01  0.78391642E-16
 0.11767663E+01  0.78159112E-16
 0.11803859E+01  0.77955150E-16
 0.11840166E+01  0.77780418E-16
 0.11876585E+01  0.77635654E-16
 0.11913115E+01  0.77521680E-16
 0.11949758E+01  0.77439404E-16
 0.11986514E+01  0.77389834E-16
 0.12023383E+01  0.77374083E-16
 0.12060365E+01  0.77393380E-16
 0.12097461E+01  0.77449086E-16
 0.12134671E+01  0.77542699E-16
 0.12171996E+01  0.77675877E-16
 0.12209435E+01  0.77850450E-16
 0.12246989E+01  0.78068442E-16
 0.12284659E+01  0.78332090E-16
 0.12322445E+01  0.78643876E-16
 0.12360347E+01  0.79006548E-16
 0.12398366E+01  0.79423158E-16
 0.12436502E+01  0.79897105E-16
 0.12474755E+01  0.80432171E-16
 0.12513125E+01  0.81032585E-16
 0.12551614E+01  0.81703076E-16
 0.12590221E+01  0.82448952E-16
 0.12628946E+01  0.83276183E-16
 0.12667791E+01  0.84191508E-16
 0.12706756E+01  0.85202552E-16
 0.12745840E+01  0.86317978E-16
 0.12785044E+01  0.87547658E-16
 0.12824369E+01  0.88902896E-16
 0.12863815E+01  0.90396684E-16
 0.12903382E+01  0.92044029E-16
 0.12943071E+01  0.93862349E-16
 0.12982882E+01  0.95871978E-16
 0.13022816E+01  0.98096791E-16
 0.13062872E+01  0.10056501E-15
 0.13103052E+01  0.10331022E-15
 0.13143355E+01  0.10637272E-15
 0.13183782E+01  0.10980126E-15
 0.13224333E+01  0.11365538E-15
 0.13265010E+01  0.11800859E-15
 0.13305811E+01  0.12295263E-15
 0.13346738E+01  0.12860359E-15
 0.13387790E+01  0.13511046E-15
 0.13428969E+01  0.14266772E-15
 0.13470275E+01  0.15153409E-15
 0.13511708E+01  0.16206145E-15
 0.13553268E+01  0.17474085E-15
 0.13594956E+01  0.19027889E-15
 0.13636772E+01  0.20973052E-15
 0.13678716E+01  0.23474385E-15
 0.13720790E+01  0.26804516E-15
 0.13762993E+01  0.31449288E-15
 0.13805326E+01  0.38366844E-15
 0.13847790E+01  0.49745785E-15
 0.13890384E+01  0.71914371E-15
 0.13933108E+01  0.13390776E-14
 0.13975965E+01  0.12766556E-13
 0.14018953E+01  0.16248511E-14
 0.14062073E+01  0.74897357E-15
 0.14105326E+01  0.48042873E-15
 0.14148712E+01  0.35025823E-15
 0.14192231E+01  0.27348467E-15
 0.14235885E+01  0.22288718E-15
 0.14279672E+01  0.18705901E-15
 0.14323594E+01  0.16037991E-15
 0.14367652E+01  0.13975990E-15
 0.14411845E+01  0.12335950E-15
 0.14456173E+01  0.11001539E-15
 0.14500639E+01  0.98956126E-16
 0.14545241E+01  0.89650387E-16
 0.14589980E+01  0.81721101E-16
 0.14634856E+01  0.74895125E-16
 0.14679871E+01  0.68974617E-16
 0.14725024E+01  0.63828724E-16
 0.14770316E+01  0.59442002E-16
 0.14815748E+01  0.56503930E-16
 0.14861319E+01  0.15896495E-15
 0.14907030E+01  0.50457979E-16
 0.14952882E+01  0.45536667E-16
 0.14998875E+01  0.42485825E-16
 0.15045009E+01  0.39896161E-16
 0.15091286E+01  0.37581014E-16
 0.15137704E+01  0.35477665E-16
 0.15184266E+01  0.33552105E-16
 0.15230970E+01  0.31780858E-16
 0.15277819E+01  0.30145758E-16
 0.15324811E+01  0.28631938E-16
 0.15371948E+01  0.27226866E-16
 0.15419230E+01  0.25919795E-16
 0.15466657E+01  0.24701404E-16
 0.15514231E+01  0.23563540E-16
 0.15561950E+01  0.22499029E-16
 0.15609817E+01  0.21501524E-16
 0.15657830E+01  0.20565388E-16
 0.15705991E+01  0.19685590E-16
 0.15754301E+01  0.18857628E-16
 0.15802759E+01  0.18077461E-16
 0.15851366E+01  0.17341449E-16
 0.15900122E+01  0.16646303E-16
 0.15949029E+01  0.15989047E-16
 0.15998086E+01  0.15366981E-16
 0.16047294E+01  0.14777647E-16
 0.16096653E+01  0.14218804E-16
 0.16146164E+01  0.13688408E-16
 0.16195827E+01  0.13184585E-16
 0.16245643E+01  0.12705618E-16
 0.16295613E+01  0.12249931E-16
 0.16345736E+01  0.11816071E-16
 0.16396013E+01  0.11402702E-16
 0.16446445E+01  0.11008589E-16
 0.16497031E+01  0.10632591E-16
 0.16547774E+01  0.10273652E-16
 0.16598673E+01  0.99307915E-17
 0.16649728E+01  0.96031021E-17
 0.16700940E+01  0.92897387E-17
 0.16752310E+01  0.89899154E-17
 0.16803837E+01  0.87029002E-17
