1	1.239678349e-20
1.0030759	1.197826965e-20
1.0061612	1.157416435e-20
1.009256	1.118400237e-20
1.0123603	1.080733219e-20
1.0154742	1.044371675e-20
1.0185976	1.009273177e-20
1.0217307	9.753966803e-21
1.0248734	9.427023698e-21
1.0280258	9.111517024e-21
1.0311878	8.807073127e-21
1.0343596	8.513330335e-21
1.0375412	8.229938675e-21
1.0407325	7.956557895e-21
1.0439336	7.692859492e-21
1.0471446	7.438525184e-21
1.0503655	7.193247169e-21
1.0535963	6.956725977e-21
1.056837	6.728672917e-21
1.0600877	6.508808083e-21
1.0633483	6.296860020e-21
1.0666191	6.092567084e-21
1.0698998	5.895674017e-21
1.0731907	5.705935514e-21
1.0764917	5.523113161e-21
1.0798028	5.346975858e-21
1.0831241	5.177300641e-21
1.0864557	5.013871125e-21
1.0897974	4.856477704e-21
1.0931495	4.704917565e-21
1.0965119	4.558994561e-21
1.0998846	4.418518002e-21
1.1032677	4.283292072e-21
1.1066612	4.153123269e-21
1.1100651	4.027836425e-21
1.1134795	3.907262755e-21
1.1169044	3.791239276e-21
1.1203398	3.679607411e-21
1.1237859	3.572215250e-21
1.1272425	3.468914447e-21
1.1307097	3.369562768e-21
1.1341876	3.274022256e-21
1.1376762	3.182158847e-21
1.1411755	3.093843124e-21
1.1446856	3.008950485e-21
1.1482065	2.927359241e-21
1.1517382	2.848951901e-21
1.1552808	2.773615101e-21
1.1588343	2.701238358e-21
1.1623987	2.631714928e-21
1.1659741	2.564941298e-21
1.1695605	2.500817072e-21
1.1731579	2.439244894e-21
1.1767663	2.380130330e-21
1.1803859	2.323382009e-21
1.1840166	2.268911027e-21
1.1876585	2.216631280e-21
1.1913115	2.166459070e-21
1.1949758	2.118313535e-21
1.1986514	2.072116037e-21
1.2023383	2.027792327e-21
1.2060365	1.985275613e-21
1.2097461	1.944493808e-21
1.2134671	1.905376375e-21
1.2171996	1.867854990e-21
1.2209435	1.831863356e-21
1.2246989	1.797337444e-21
1.2284659	1.764215295e-21
1.2322445	1.732436935e-21
1.2360347	1.701944304e-21
1.2398366	1.672681476e-21
1.2436502	1.644594310e-21
1.2474755	1.617630568e-21
1.2513125	1.591739867e-21
1.2551614	1.566873798e-21
1.2590221	1.542985501e-21
1.2628946	1.520029970e-21
1.2667791	1.497964032e-21
1.2706756	1.476746005e-21
1.274584	1.456335921e-21
1.2785044	1.436695396e-21
1.2824369	1.417787697e-21
1.2863815	1.399577550e-21
1.2903382	1.382031161e-21
1.2943071	1.365116242e-21
1.2982882	1.348801866e-21
1.3022816	1.333058898e-21
1.3062872	1.317860660e-21
1.3103052	1.303180190e-21
1.3143355	1.288991529e-21
1.3183782	1.275269898e-21
1.3224333	1.261991767e-21
1.326501	1.249134823e-21
1.3305811	1.236677585e-21
1.3346738	1.224599904e-21
1.338779	1.212882498e-21
1.3428969	1.201507143e-21
1.3470275	1.190456517e-21
1.3511708	1.179714117e-21
1.3553268	1.169264414e-21
1.3594956	1.159092611e-21
1.3636772	1.149184731e-21
1.3678716	1.139527528e-21
1.372079	1.130108505e-21
1.3762993	1.120915752e-21
1.3805326	1.111938120e-21
1.384779	1.103165025e-21
1.3890384	1.094586377e-21
1.3933108	1.086192669e-21
1.3975965	1.077975122e-21
1.4018953	1.069925194e-21
1.4062073	1.062035261e-21
1.4105326	1.054297896e-21
1.4148712	1.046705861e-21
1.4192231	1.039252396e-21
1.4235885	1.031931138e-21
1.4279672	1.024736031e-21
1.4323594	1.017661469e-21
1.4367652	1.010702077e-21
1.4411845	1.003852747e-21
1.4456173	9.971087493e-22
1.4500639	9.904657050e-22
1.4545241	9.839192203e-22
1.458998	9.774654142e-22
1.4634856	9.711004397e-22
1.4679871	9.648208659e-22
1.4725024	9.586232346e-22
1.4770316	9.525044756e-22
1.4815748	9.464616242e-22
1.4861319	9.404917887e-22
1.490703	9.345923764e-22
1.4952882	9.287608706e-22
1.4998875	9.229949278e-22
1.5045009	9.172923798e-22
1.5091286	9.116512005e-22
1.5137704	9.060692917e-22
1.5184266	9.005448839e-22
1.523097	8.950760768e-22
1.5277819	8.896612981e-22
1.5324811	8.842988816e-22
1.5371948	8.789873632e-22
1.541923	8.737253382e-22
1.5466657	8.685113616e-22
1.5514231	8.633442917e-22
1.556195	8.582228343e-22
1.5609817	8.531458914e-22
1.565783	8.481123153e-22
1.5705991	8.431211578e-22
1.5754301	8.381714037e-22
1.5802759	8.332621720e-22
1.5851366	8.283925000e-22
1.5900122	8.235616516e-22
