   1.2500000e-01	   5.0822773e-19	
   2.5000000e-01	   4.4244936e-19	
   3.7500000e-01	   1.2228553e-19	
   5.0000000e-01	   2.9752174e-20	
   6.2500000e-01	   1.6683246e-20	
   7.5000000e-01	   1.2739335e-20	
   8.7500000e-01	   8.9847421e-21	
   1.0000000e+00	   1.2862755e-20	
   1.1250000e+00	   2.1592910e-20	
   1.2500000e+00	   1.9885480e-20	
   1.3750000e+00	   8.4145722e-21	
   1.5000000e+00	   1.9793443e-21	
   1.6250000e+00	   2.9086922e-21	
   1.7500000e+00	   3.7310925e-21	
   1.8750000e+00	   1.8529416e-21	
   2.0000000e+00	   1.1480695e-21	
   2.1250000e+00	   3.7016739e-21	
   2.2500000e+00	   7.1098733e-21	
   2.3750000e+00	   1.0362335e-20	
   2.5000000e+00	   1.8430906e-20	
   2.6250000e+00	   3.2753464e-20	
   2.7500000e+00	   3.2879844e-20	
   2.8750000e+00	   1.3809775e-20	
   3.0000000e+00	   3.2419023e-21	
   3.1250000e+00	   7.1669603e-21	
   3.2500000e+00	   1.9255302e-20	
   3.3750000e+00	   5.5873275e-20	
   3.5000000e+00	   7.8143784e-20	
   3.6250000e+00	   5.6515987e-20	
   3.7500000e+00	   4.1837944e-20	
   3.8750000e+00	   2.5145191e-20	
   4.0000000e+00	   1.1921307e-20	
   4.1250000e+00	   2.0020739e-20	
   4.2500000e+00	   3.5762823e-20	
   4.3750000e+00	   4.9589598e-20	
   4.5000000e+00	   6.3514578e-20	
   4.6250000e+00	   8.3732327e-20	
   4.7500000e+00	   1.0294425e-19	
   4.8750000e+00	   1.3313724e-19	
   5.0000000e+00	   1.7868168e-19	
   5.1250000e+00	   2.1369772e-19	
   5.2500000e+00	   2.5109967e-19	
   5.3750000e+00	   2.8729555e-19	
   5.5000000e+00	   3.0638821e-19	
   5.6250000e+00	   3.2245154e-19	
   5.7500000e+00	   3.3028550e-19	
   5.8750000e+00	   2.9820846e-19	
   6.0000000e+00	   3.3408299e-19	
   6.1250000e+00	   3.1998982e-19	
   6.2500000e+00	   2.9223981e-19	
   6.3750000e+00	   2.6171732e-19	
   6.5000000e+00	   2.4851148e-19	
   6.6250000e+00	   2.2644215e-19	
   6.7500000e+00	   1.9867902e-19	
   6.8750000e+00	   1.7869231e-19	
   7.0000000e+00	   1.6189687e-19	
   7.1250000e+00	   1.4668547e-19	
   7.2500000e+00	   1.2115457e-19	
   7.3750000e+00	   1.0466715e-19	
   7.5000000e+00	   9.9061773e-20	
   7.6250000e+00	   9.0191617e-20	
   7.7500000e+00	   8.4844020e-20	
   7.8750000e+00	   7.2989716e-20	
   8.0000000e+00	   6.6727557e-20	
   8.1250000e+00	   6.0884775e-20	
   8.2500000e+00	   5.5538165e-20	
   8.3750000e+00	   4.9356194e-20	
   8.5000000e+00	   4.7418715e-20	
   8.6250000e+00	   4.7642367e-20	
   8.7500000e+00	   4.5091118e-20	
   8.8750000e+00	   4.1751627e-20	
   9.0000000e+00	   4.5114612e-20	
   9.1250000e+00	   4.9526762e-20	
   9.2500000e+00	   4.8583832e-20	
   9.3750000e+00	   4.3785927e-20	
   9.5000000e+00	   2.2185572e-20	
   9.6250000e+00	   1.5461520e-20	
   9.7500000e+00	   2.5068056e-20	
   9.8750000e+00	   5.9531751e-20	
   1.0000000e+01	   5.0183129e-20	
   1.0125000e+01	   2.4683561e-20	
   1.0250000e+01	   1.9381444e-20	
   1.0375000e+01	   1.5514981e-20	
   1.0500000e+01	   1.4119554e-20	
   1.0625000e+01	   1.2067698e-20	
   1.0750000e+01	   1.1967437e-20	
   1.0875000e+01	   1.0841264e-20	
   1.1000000e+01	   9.3146093e-21	
   1.1125000e+01	   8.9166679e-21	
   1.1250000e+01	   7.9803004e-21	
   1.1375000e+01	   6.9364535e-21	
   1.1500000e+01	   6.3698504e-21	
   1.1625000e+01	   5.5547726e-21	
   1.1750000e+01	   5.2702121e-21	
   1.1875000e+01	   4.7935035e-21	
   1.2000000e+01	   4.0657526e-21	
   1.2125000e+01	   4.0280512e-21	
   1.2250000e+01	   4.2160840e-21	
   1.2375000e+01	   3.7224751e-21	
   1.2500000e+01	   3.4983163e-21	
   1.2625000e+01	   3.5187106e-21	
   1.2750000e+01	   3.5841717e-21	
   1.2875000e+01	   3.4048253e-21	
   1.3000000e+01	   3.8793492e-21	
   1.3125000e+01	   4.2016585e-21	
   1.3250000e+01	   3.7577879e-21	
   1.3375000e+01	   2.6957159e-21	
   1.3500000e+01	   1.4855603e-21	
   1.3625000e+01	   2.0443273e-21	
   1.3750000e+01	   4.9191845e-21	
   1.3875000e+01	   1.2791389e-20	
