 0.10000000E+01  0.76181931E-14
 0.10030759E+01  0.72929711E-14
 0.10061612E+01  0.69889757E-14
 0.10092560E+01  0.67042735E-14
 0.10123603E+01  0.64371581E-14
 0.10154742E+01  0.61861171E-14
 0.10185976E+01  0.59498057E-14
 0.10217307E+01  0.57270239E-14
 0.10248734E+01  0.55166979E-14
 0.10280258E+01  0.53178633E-14
 0.10311878E+01  0.51296524E-14
 0.10343596E+01  0.49512817E-14
 0.10375412E+01  0.47820421E-14
 0.10407325E+01  0.46212905E-14
 0.10439336E+01  0.44684421E-14
 0.10471446E+01  0.43229640E-14
 0.10503655E+01  0.41843698E-14
 0.10535963E+01  0.40522141E-14
 0.10568370E+01  0.39260889E-14
 0.10600877E+01  0.38056195E-14
 0.10633483E+01  0.36904608E-14
 0.10666191E+01  0.35802953E-14
 0.10698998E+01  0.34748297E-14
 0.10731907E+01  0.33737927E-14
 0.10764917E+01  0.32769334E-14
 0.10798028E+01  0.31840191E-14
 0.10831241E+01  0.30948336E-14
 0.10864557E+01  0.30091761E-14
 0.10897974E+01  0.29268596E-14
 0.10931495E+01  0.28477098E-14
 0.10965119E+01  0.27715641E-14
 0.10998846E+01  0.26982707E-14
 0.11032677E+01  0.26276874E-14
 0.11066612E+01  0.25596813E-14
 0.11100651E+01  0.24941276E-14
 0.11134795E+01  0.24309096E-14
 0.11169044E+01  0.23699173E-14
 0.11203398E+01  0.23110476E-14
 0.11237859E+01  0.22542033E-14
 0.11272425E+01  0.21992931E-14
 0.11307097E+01  0.21462308E-14
 0.11341876E+01  0.20949351E-14
 0.11376762E+01  0.20453294E-14
 0.11411755E+01  0.19973411E-14
 0.11446856E+01  0.19509018E-14
 0.11482065E+01  0.19059466E-14
 0.11517382E+01  0.18624142E-14
 0.11552808E+01  0.18202465E-14
 0.11588343E+01  0.17793883E-14
 0.11623987E+01  0.17397873E-14
 0.11659741E+01  0.17013939E-14
 0.11695605E+01  0.16641609E-14
 0.11731579E+01  0.16280435E-14
 0.11767663E+01  0.15929992E-14
 0.11803859E+01  0.15589872E-14
