9.765035e-08 6.774236e-23
9.992561e-08 6.178009e-23
1.022538e-07 5.634272e-23
1.046364e-07 5.138379e-23
1.070744e-07 4.686116e-23
1.095693e-07 4.273674e-23
1.121222e-07 3.897536e-23
1.147346e-07 3.554507e-23
1.174080e-07 3.241648e-23
1.201436e-07 2.956341e-23
1.229430e-07 2.696145e-23
1.258075e-07 2.458853e-23
1.287388e-07 2.242434e-23
1.317385e-07 2.045069e-23
1.348080e-07 1.865077e-23
1.379489e-07 1.700925e-23
1.411632e-07 1.551218e-23
1.444523e-07 1.414692e-23
1.478180e-07 1.290183e-23
1.512621e-07 1.176627e-23
1.547865e-07 1.073070e-23
1.583931e-07 9.786257e-24
1.620836e-07 8.924915e-24
1.658602e-07 8.139422e-24
1.697248e-07 7.423015e-24
1.736793e-07 6.769704e-24
1.777260e-07 6.173893e-24
1.818671e-07 5.630493e-24
1.861046e-07 5.134939e-24
1.904408e-07 4.682991e-24
1.948781e-07 4.270833e-24
1.994188e-07 3.894950e-24
2.040652e-07 3.552137e-24
2.088199e-07 3.239506e-24
2.136855e-07 2.954379e-24
2.186644e-07 2.694361e-24
2.237592e-07 2.457220e-24
2.289728e-07 2.240956e-24
2.343079e-07 2.043718e-24
2.397673e-07 1.863850e-24
2.453538e-07 1.699804e-24
2.510706e-07 1.550204e-24
2.569205e-07 1.413762e-24
2.629067e-07 1.289337e-24
2.690325e-07 1.175857e-24
2.753009e-07 1.072366e-24
2.817154e-07 9.779878e-25
2.882794e-07 8.919103e-25
2.949963e-07 8.134140e-25
3.018697e-07 7.418225e-25
3.089033e-07 6.765323e-25
3.161008e-07 6.169913e-25
3.234659e-07 5.626880e-25
3.310026e-07 5.131642e-25
3.387150e-07 4.679989e-25
3.466070e-07 4.268116e-25
3.546830e-07 3.892466e-25
3.629471e-07 3.549882e-25
3.714038e-07 3.237447e-25
3.800575e-07 2.952530e-25
3.889128e-07 2.692673e-25
3.979745e-07 2.455687e-25
4.072473e-07 2.239558e-25
4.167362e-07 2.042451e-25
4.264461e-07 1.862693e-25
4.363823e-07 1.698757e-25
4.465500e-07 1.549247e-25
4.569546e-07 1.412898e-25
4.676017e-07 1.288549e-25
4.784967e-07 1.175144e-25
4.896457e-07 1.071721e-25
5.010545e-07 9.773994e-26
5.127290e-07 8.913801e-26
5.246756e-07 8.129315e-26
5.369006e-07 7.413869e-26
5.494104e-07 6.761344e-26
5.622116e-07 6.166295e-26
5.753111e-07 5.623624e-26
5.887160e-07 5.128706e-26
6.024330e-07 4.677314e-26
6.164697e-07 4.265687e-26
6.308335e-07 3.890283e-26
6.455319e-07 3.547895e-26
6.605728e-07 3.235667e-26
6.759641e-07 2.950918e-26
6.917140e-07 2.691208e-26
7.078310e-07 2.454356e-26
7.243235e-07 2.238368e-26
7.412002e-07 2.041373e-26
7.584702e-07 1.861731e-26
7.761425e-07 1.697887e-26
7.942267e-07 1.548461e-26
8.127321e-07 1.412200e-26
8.316687e-07 1.287918e-26
8.510467e-07 1.174575e-26
8.708760e-07 1.071208e-26
8.911674e-07 9.769390e-27
9.119316e-07 8.909660e-27
9.331797e-07 8.125596e-27
9.549227e-07 7.410542e-27
9.771724e-07 6.758417e-27
9.999403e-07 6.163692e-27
1.023239e-06 5.621306e-27
1.047080e-06 5.126595e-27
1.071478e-06 4.675465e-27
1.096443e-06 4.264064e-27
1.121990e-06 3.888805e-27
1.148133e-06 3.546626e-27
1.174884e-06 3.234525e-27
1.202259e-06 2.949920e-27
1.230271e-06 2.690332e-27
1.258937e-06 2.453592e-27
1.288270e-06 2.237715e-27
1.318286e-06 2.040811e-27
1.349002e-06 1.861236e-27
1.380434e-06 1.697464e-27
1.412599e-06 1.548104e-27
1.445512e-06 1.411890e-27
1.479192e-06 1.287649e-27
1.513658e-06 1.174357e-27
1.548927e-06 1.071034e-27
1.585016e-06 9.767920e-28
1.621947e-06 8.908563e-28
1.659738e-06 8.124725e-28
1.698410e-06 7.409979e-28
1.737983e-06 6.758015e-28
1.778478e-06 6.163446e-28
1.819917e-06 5.621188e-28
1.862321e-06 5.126665e-28
1.905712e-06 4.675663e-28
1.950116e-06 4.264344e-28
1.995554e-06 3.889218e-28
2.042050e-06 3.547052e-28
2.089630e-06 3.235053e-28
2.138318e-06 2.950456e-28
2.188141e-06 2.690908e-28
2.239125e-06 2.454246e-28
2.291296e-06 2.238364e-28
2.344684e-06 2.041480e-28
2.399315e-06 1.861891e-28
2.455219e-06 1.698141e-28
2.512425e-06 1.548797e-28
2.570965e-06 1.412567e-28
2.630868e-06 1.288329e-28
2.692168e-06 1.175043e-28
2.754895e-06 1.071707e-28
2.819084e-06 9.774621e-29
2.884769e-06 8.914933e-29
2.951984e-06 8.131069e-29
3.020765e-06 7.416170e-29
3.091149e-06 6.764031e-29
3.163173e-06 6.169285e-29
3.236875e-06 5.626868e-29
3.312294e-06 5.132185e-29
3.389470e-06 4.681024e-29
3.468444e-06 4.269463e-29
3.549260e-06 3.894116e-29
3.631957e-06 3.551880e-29
3.716582e-06 3.239677e-29
3.803178e-06 2.954872e-29
3.891793e-06 2.695194e-29
3.982471e-06 2.458302e-29
4.075263e-06 2.242309e-29
4.170217e-06 2.045265e-29
4.267382e-06 1.865510e-29
