1	1.232340388e-20
1.0030759	1.190300821e-20
1.0061612	1.149697432e-20
1.009256	1.110483544e-20
1.0123603	1.072613908e-20
1.0154742	1.036044771e-20
1.0185976	1.000733552e-20
1.0217307	9.666391867e-21
1.0248734	9.337217305e-21
1.0280258	9.019425665e-21
1.0311878	8.712642274e-21
1.0343596	8.416504956e-21
1.0375412	8.130662455e-21
1.0407325	7.854774535e-21
1.0439336	7.588511401e-21
1.0471446	7.331554514e-21
1.0503655	7.083594770e-21
1.0535963	6.844333238e-21
1.056837	6.613479651e-21
1.0600877	6.390754374e-21
1.0633483	6.175885434e-21
1.0666191	5.968610915e-21
1.0698998	5.768675584e-21
1.0731907	5.575833593e-21
1.0764917	5.389847080e-21
1.0798028	5.210484690e-21
1.0831241	5.037523998e-21
1.0864557	4.870748899e-21
1.0897974	4.709950088e-21
1.0931495	4.554926098e-21
1.0965119	4.405480549e-21
1.0998846	4.261424671e-21
1.1032677	4.122563218e-21
1.1066612	3.988702733e-21
1.1100651	3.859669713e-21
1.1134795	3.735296782e-21
1.1169044	3.615422107e-21
1.1203398	3.499889625e-21
1.1237859	3.388548589e-21
1.1272425	3.281253488e-21
1.1307097	3.177863822e-21
1.1341876	3.078244204e-21
1.1376762	2.982263717e-21
1.1411755	2.889795836e-21
1.1446856	2.800718579e-21
1.1482065	2.714914151e-21
1.1517382	2.632268675e-21
1.1552808	2.552672138e-21
1.1588343	2.476018268e-21
1.1623987	2.402204365e-21
1.1659741	2.331131229e-21
1.1695605	2.262702922e-21
1.1731579	2.196826686e-21
1.1767663	2.133412855e-21
1.1803859	2.072374888e-21
1.1840166	2.013628830e-21
1.1876585	1.957093619e-21
1.1913115	1.902690680e-21
1.1949758	1.850344243e-21
1.1986514	1.799980760e-21
1.2023383	1.751531554e-21
1.2060365	1.704936035e-21
1.2097461	1.660127323e-21
1.2134671	1.617039758e-21
1.2171996	1.575609887e-21
1.2209435	1.535776102e-21
1.2246989	1.497478816e-21
1.2284659	1.460660390e-21
1.2322445	1.425264927e-21
1.2360347	1.391238260e-21
1.2398366	1.358527998e-21
1.2436502	1.327083336e-21
1.2474755	1.296855131e-21
1.2513125	1.267795739e-21
1.2551614	1.239859159e-21
1.2590221	1.213000732e-21
1.2628946	1.187177247e-21
1.2667791	1.162347076e-21
1.2706756	1.138469736e-21
1.274584	1.115506130e-21
1.2785044	1.093418546e-21
1.2824369	1.072170486e-21
1.2863815	1.051726752e-21
1.2903382	1.032053239e-21
1.2943071	1.013117189e-21
1.2982882	9.948868850e-22
1.3022816	9.773323287e-22
1.3062872	9.604262328e-22
1.3103052	9.441402385e-22
1.3143355	9.284467000e-22
1.3183782	9.133190512e-22
1.3224333	8.987317064e-22
1.326501	8.846601999e-22
1.3305811	8.710809059e-22
1.3346738	8.579712839e-22
1.338779	8.453096230e-22
1.3428969	8.330751875e-22
1.3470275	8.212481209e-22
1.3511708	8.098093391e-22
1.3553268	7.987406284e-22
1.3594956	7.880246202e-22
1.3636772	7.776446782e-22
1.3678716	7.675848749e-22
1.372079	7.578301733e-22
1.3762993	7.483660517e-22
1.3805326	7.391787087e-22
1.384779	7.302551039e-22
1.3890384	7.215826375e-22
1.3933108	7.131494185e-22
1.3975965	7.049442269e-22
1.4018953	6.969562529e-22
1.4062073	6.891758273e-22
1.4105326	6.815932478e-22
1.4148712	6.741991855e-22
1.4192231	6.669847745e-22
1.4235885	6.599416625e-22
1.4279672	6.530618120e-22
1.4323594	6.463376601e-22
1.4367652	6.397621273e-22
1.4411845	6.333283535e-22
1.4456173	6.270298927e-22
1.4500639	6.208607568e-22
1.4545241	6.148150591e-22
1.458998	6.088874084e-22
1.4634856	6.030725756e-22
