2.441259e-07 1.083869e-23
2.498140e-07 9.884723e-24
2.556346e-07 9.014742e-24
2.615909e-07 8.221312e-24
2.676861e-07 7.497712e-24
2.739232e-07 6.837807e-24
2.803056e-07 6.235983e-24
2.868366e-07 5.687137e-24
2.935200e-07 5.186578e-24
3.003590e-07 4.730086e-24
3.073574e-07 4.313771e-24
3.145187e-07 3.934102e-24
3.218470e-07 3.587846e-24
3.293462e-07 3.272061e-24
3.370199e-07 2.984073e-24
3.448724e-07 2.721438e-24
3.529080e-07 2.481907e-24
3.611307e-07 2.263466e-24
3.695450e-07 2.064251e-24
3.781553e-07 1.882568e-24
3.869664e-07 1.716876e-24
3.959828e-07 1.565764e-24
4.052091e-07 1.427956e-24
4.146504e-07 1.302278e-24
4.243119e-07 1.187658e-24
4.341984e-07 1.083125e-24
4.443151e-07 9.877969e-25
4.546677e-07 9.008561e-25
4.652615e-07 8.215677e-25
4.761020e-07 7.492587e-25
4.871951e-07 6.833135e-25
4.985469e-07 6.231718e-25
5.101630e-07 5.683240e-25
5.220498e-07 5.183034e-25
5.342136e-07 4.726851e-25
5.466609e-07 4.310819e-25
5.593980e-07 3.931408e-25
5.724319e-07 3.585392e-25
5.857697e-07 3.269822e-25
5.994181e-07 2.982031e-25
6.133846e-07 2.719571e-25
6.276764e-07 2.480210e-25
6.423013e-07 2.261917e-25
6.572669e-07 2.062837e-25
6.725812e-07 1.881277e-25
6.882522e-07 1.715700e-25
7.042885e-07 1.564694e-25
7.206986e-07 1.426978e-25
7.374908e-07 1.301383e-25
7.546744e-07 1.186843e-25
7.722582e-07 1.082385e-25
7.902519e-07 9.871190e-26
8.086648e-07 9.002388e-26
8.275066e-07 8.210053e-26
8.467876e-07 7.487447e-26
8.665176e-07 6.828454e-26
8.867075e-07 6.227450e-26
9.073677e-07 5.679351e-26
9.285095e-07 5.179484e-26
9.501437e-07 4.723615e-26
9.722821e-07 4.307870e-26
9.949362e-07 3.928720e-26
1.018118e-06 3.582934e-26
1.041840e-06 3.267588e-26
1.066115e-06 2.979991e-26
1.090956e-06 2.717711e-26
1.116375e-06 2.478515e-26
1.142386e-06 2.260371e-26
1.169004e-06 2.061424e-26
1.196242e-06 1.879992e-26
1.224114e-06 1.714526e-26
1.252636e-06 1.563623e-26
1.281823e-06 1.426001e-26
1.311689e-06 1.300494e-26
1.342251e-06 1.186032e-26
1.373526e-06 1.081644e-26
1.405529e-06 9.864443e-27
1.438278e-06 8.996230e-27
1.471790e-06 8.204432e-27
1.506082e-06 7.482328e-27
1.541174e-06 6.823776e-27
1.577084e-06 6.223187e-27
1.613830e-06 5.675459e-27
1.651432e-06 5.175938e-27
1.689910e-06 4.720383e-27
1.729285e-06 4.304923e-27
1.769577e-06 3.926029e-27
1.810809e-06 3.580482e-27
1.853001e-06 3.265349e-27
1.896176e-06 2.977951e-27
1.940356e-06 2.715850e-27
1.985567e-06 2.476817e-27
2.031830e-06 2.258822e-27
2.079172e-06 2.060014e-27
2.127617e-06 1.878703e-27
