#DRSE 153 Mpc
#frequency seismic suspension_thermal mirror_thermal quantum quantum_squeezing total
1.322e+01 5.118e-24 2.315e-22 6.106e-24 1.653e-22 3.703e-22 2.846e-22
1.334e+01 4.830e-24 2.109e-22 6.079e-24 1.622e-22 3.640e-22 2.661e-22
1.346e+01 4.559e-24 1.937e-22 6.052e-24 1.591e-22 3.577e-22 2.508e-22
1.359e+01 4.303e-24 1.792e-22 6.026e-24 1.561e-22 3.516e-22 2.378e-22
1.371e+01 4.063e-24 1.669e-22 5.999e-24 1.532e-22 3.456e-22 2.266e-22
1.384e+01 3.836e-24 1.561e-22 5.973e-24 1.503e-22 3.396e-22 2.168e-22
1.397e+01 3.623e-24 1.468e-22 5.947e-24 1.474e-22 3.338e-22 2.081e-22
1.410e+01 3.421e-24 1.385e-22 5.921e-24 1.446e-22 3.281e-22 2.004e-22
1.423e+01 3.232e-24 1.311e-22 5.895e-24 1.419e-22 3.225e-22 1.933e-22
1.436e+01 3.053e-24 1.245e-22 5.869e-24 1.392e-22 3.170e-22 1.869e-22
1.449e+01 2.885e-24 1.185e-22 5.843e-24 1.366e-22 3.117e-22 1.810e-22
1.463e+01 2.726e-24 1.131e-22 5.818e-24 1.340e-22 3.064e-22 1.755e-22
1.476e+01 2.576e-24 1.082e-22 5.792e-24 1.315e-22 3.012e-22 1.704e-22
1.490e+01 2.435e-24 1.036e-22 5.767e-24 1.290e-22 2.960e-22 1.656e-22
1.504e+01 2.302e-24 9.944e-23 5.742e-24 1.265e-22 2.910e-22 1.610e-22
1.518e+01 2.176e-24 9.556e-23 5.717e-24 1.241e-22 2.861e-22 1.568e-22
1.532e+01 2.058e-24 9.196e-23 5.692e-24 1.218e-22 2.813e-22 1.527e-22
1.546e+01 1.947e-24 8.860e-23 5.667e-24 1.194e-22 2.765e-22 1.488e-22
1.560e+01 1.841e-24 8.546e-23 5.642e-24 1.172e-22 2.718e-22 1.451e-22
1.575e+01 1.742e-24 8.252e-23 5.618e-24 1.149e-22 2.673e-22 1.416e-22
1.589e+01 1.648e-24 7.975e-23 5.593e-24 1.127e-22 2.628e-22 1.382e-22
1.604e+01 1.560e-24 7.713e-23 5.569e-24 1.106e-22 2.583e-22 1.350e-22
1.619e+01 1.477e-24 7.466e-23 5.544e-24 1.085e-22 2.540e-22 1.318e-22
1.634e+01 1.398e-24 7.232e-23 5.520e-24 1.064e-22 2.497e-22 1.288e-22
1.649e+01 1.324e-24 7.010e-23 5.496e-24 1.044e-22 2.456e-22 1.259e-22
1.664e+01 1.254e-24 6.799e-23 5.472e-24 1.024e-22 2.414e-22 1.230e-22
1.680e+01 1.187e-24 6.598e-23 5.448e-24 1.004e-22 2.374e-22 1.203e-22
1.695e+01 1.125e-24 6.407e-23 5.424e-24 9.849e-23 2.334e-22 1.176e-22
1.711e+01 1.066e-24 6.224e-23 5.401e-24 9.659e-23 2.295e-22 1.150e-22
1.727e+01 1.010e-24 6.049e-23 5.377e-24 9.474e-23 2.257e-22 1.125e-22
1.743e+01 9.574e-25 5.882e-23 5.354e-24 9.292e-23 2.220e-22 1.101e-22
1.759e+01 9.077e-25 5.721e-23 5.330e-24 9.113e-23 2.183e-22 1.077e-22
1.775e+01 8.607e-25 5.568e-23 5.307e-24 8.937e-23 2.147e-22 1.054e-22
1.792e+01 8.163e-25 5.420e-23 5.284e-24 8.765e-23 2.111e-22 1.032e-22
1.808e+01 7.744e-25 5.278e-23 5.261e-24 8.596e-23 2.076e-22 1.010e-22
1.825e+01 7.347e-25 5.142e-23 5.238e-24 8.429e-23 2.042e-22 9.888e-23
1.842e+01 6.972e-25 5.011e-23 5.215e-24 8.266e-23 2.008e-22 9.681e-23
1.859e+01 6.618e-25 4.885e-23 5.192e-24 8.106e-23 1.975e-22 9.479e-23
1.876e+01 6.282e-25 4.763e-23 5.170e-24 7.949e-23 1.942e-22 9.282e-23
1.894e+01 5.965e-25 4.646e-23 5.147e-24 7.795e-23 1.910e-22 9.089e-23
1.911e+01 5.666e-25 4.533e-23 5.125e-24 7.643e-23 1.879e-22 8.901e-23
1.929e+01 5.382e-25 4.425e-23 5.103e-24 7.495e-23 1.848e-22 8.718e-23
1.947e+01 5.113e-25 4.320e-23 5.080e-24 7.349e-23 1.818e-22 8.539e-23
1.965e+01 4.859e-25 4.218e-23 5.058e-24 7.205e-23 1.788e-22 8.365e-23
1.983e+01 4.619e-25 4.121e-23 5.036e-24 7.065e-23 1.759e-22 8.194e-23
2.001e+01 4.391e-25 4.027e-23 5.014e-24 6.926e-23 1.730e-22 8.028e-23
2.020e+01 4.176e-25 3.936e-23 4.992e-24 6.791e-23 1.702e-22 7.865e-23
2.038e+01 3.972e-25 3.848e-23 4.971e-24 6.658e-23 1.674e-22 7.706e-23
2.057e+01 3.778e-25 3.763e-23 4.949e-24 6.527e-23 1.646e-22 7.551e-23
2.076e+01 3.595e-25 3.682e-23 4.928e-24 6.399e-23 1.620e-22 7.399e-23
2.096e+01 3.422e-25 3.603e-23 4.906e-24 6.273e-23 1.593e-22 7.251e-23
2.115e+01 3.257e-25 3.527e-23 4.885e-24 6.149e-23 1.567e-22 7.106e-23
2.135e+01 3.101e-25 3.454e-23 4.864e-24 6.028e-23 1.542e-22 6.965e-23
2.154e+01 2.954e-25 3.384e-23 4.843e-24 5.909e-23 1.517e-22 6.826e-23
2.174e+01 2.813e-25 3.316e-23 4.821e-24 5.792e-23 1.492e-22 6.692e-23
2.195e+01 2.680e-25 3.251e-23 4.801e-24 5.677e-23 1.468e-22 6.560e-23
2.215e+01 2.554e-25 3.189e-23 4.780e-24 5.564e-23 1.445e-22 6.431e-23
2.235e+01 2.435e-25 3.129e-23 4.759e-24 5.454e-23 1.421e-22 6.306e-23
2.256e+01 2.321e-25 3.072e-23 4.738e-24 5.345e-23 1.398e-22 6.183e-23
2.277e+01 2.213e-25 3.017e-23 4.718e-24 5.239e-23 1.376e-22 6.064e-23
2.298e+01 2.111e-25 2.965e-23 4.697e-24 5.134e-23 1.354e-22 5.947e-23
2.319e+01 2.014e-25 2.915e-23 4.677e-24 5.031e-23 1.332e-22 5.834e-23
2.341e+01 1.922e-25 2.869e-23 4.657e-24 4.930e-23 1.310e-22 5.723e-23
2.363e+01 1.834e-25 2.824e-23 4.636e-24 4.831e-23 1.289e-22 5.616e-23
2.384e+01 1.750e-25 2.783e-23 4.616e-24 4.734e-23 1.269e-22 5.511e-23
2.406e+01 1.671e-25 2.744e-23 4.596e-24 4.639e-23 1.248e-22 5.409e-23
2.429e+01 1.596e-25 2.708e-23 4.576e-24 4.545e-23 1.228e-22 5.311e-23
2.451e+01 1.524e-25 2.676e-23 4.556e-24 4.453e-23 1.209e-22 5.215e-23
2.474e+01 1.456e-25 2.646e-23 4.537e-24 4.363e-23 1.189e-22 5.123e-23
2.497e+01 1.392e-25 2.620e-23 4.517e-24 4.275e-23 1.170e-22 5.034e-23
2.520e+01 1.330e-25 2.598e-23 4.497e-24 4.188e-23 1.151e-22 4.949e-23
2.543e+01 1.271e-25 2.580e-23 4.478e-24 4.102e-23 1.133e-22 4.867e-23
2.567e+01 1.215e-25 2.565e-23 4.459e-24 4.019e-23 1.115e-22 4.789e-23
2.591e+01 1.162e-25 2.556e-23 4.439e-24 3.936e-23 1.097e-22 4.714e-23
2.615e+01 1.112e-25 2.552e-23 4.420e-24 3.856e-23 1.079e-22 4.645e-23
2.639e+01 1.063e-25 2.554e-23 4.401e-24 3.776e-23 1.062e-22 4.580e-23
2.663e+01 1.017e-25 2.562e-23 4.382e-24 3.699e-23 1.045e-22 4.521e-23
2.688e+01 9.736e-26 2.579e-23 4.363e-24 3.622e-23 1.028e-22 4.468e-23
2.713e+01 9.319e-26 2.604e-23 4.344e-24 3.548e-23 1.012e-22 4.422e-23
2.738e+01 8.921e-26 2.640e-23 4.325e-24 3.474e-23 9.958e-23 4.385e-23
2.763e+01 8.541e-26 2.689e-23 4.307e-24 3.402e-23 9.799e-23 4.358e-23
2.789e+01 8.179e-26 2.754e-23 4.288e-24 3.331e-23 9.642e-23 4.343e-23
2.815e+01 7.834e-26 2.837e-23 4.269e-24 3.261e-23 9.487e-23 4.344e-23
2.841e+01 7.505e-26 2.945e-23 4.251e-24 3.193e-23 9.335e-23 4.365e-23
2.867e+01 7.190e-26 3.085e-23 4.233e-24 3.126e-23 9.185e-23 4.412e-23
2.894e+01 6.890e-26 3.266e-23 4.214e-24 3.060e-23 9.038e-23 4.496e-23
2.921e+01 6.603e-26 3.505e-23 4.196e-24 2.996e-23 8.892e-23 4.630e-23
2.948e+01 6.329e-26 3.825e-23 4.178e-24 2.933e-23 8.749e-23 4.838e-23
2.975e+01 6.068e-26 4.268e-23 4.160e-24 2.870e-23 8.608e-23 5.160e-23
3.002e+01 5.818e-26 4.905e-23 4.142e-24 2.809e-23 8.469e-23 5.668e-23
3.030e+01 5.579e-26 5.885e-23 4.124e-24 2.750e-23 8.332e-23 6.508e-23
3.058e+01 5.351e-26 7.547e-23 4.106e-24 2.691e-23 8.197e-23 8.023e-23
3.087e+01 5.132e-26 1.092e-22 4.088e-24 2.633e-23 8.064e-23 1.124e-22
3.115e+01 4.924e-26 2.120e-22 4.071e-24 2.577e-23 7.933e-23 2.136e-22
3.144e+01 4.724e-26 2.068e-20 4.053e-24 2.521e-23 7.804e-23 2.068e-20
3.173e+01 4.533e-26 1.953e-22 4.036e-24 2.466e-23 7.677e-23 1.969e-22
3.203e+01 4.350e-26 9.552e-23 4.018e-24 2.413e-23 7.551e-23 9.861e-23
3.232e+01 4.176e-26 6.227e-23 4.001e-24 2.360e-23 7.428e-23 6.671e-23
3.262e+01 4.008e-26 4.576e-23 3.984e-24 2.309e-23 7.305e-23 5.141e-23
3.292e+01 3.848e-26 3.595e-23 3.967e-24 2.258e-23 7.185e-23 4.264e-23
3.323e+01 3.695e-26 2.951e-23 3.949e-24 2.209e-23 7.066e-23 3.707e-23
3.354e+01 3.548e-26 2.497e-23 3.932e-24 2.160e-23 6.949e-23 3.325e-23
3.385e+01 3.407e-26 2.162e-23 3.915e-24 2.112e-23 6.833e-23 3.048e-23
3.416e+01 3.273e-26 1.906e-23 3.899e-24 2.065e-23 6.719e-23 2.837e-23
3.448e+01 3.144e-26 1.705e-23 3.882e-24 2.019e-23 6.606e-23 2.671e-23
3.480e+01 3.020e-26 1.543e-23 3.865e-24 1.974e-23 6.495e-23 2.535e-23
3.512e+01 2.901e-26 1.410e-23 3.848e-24 1.930e-23 6.385e-23 2.421e-23
3.544e+01 2.788e-26 1.300e-23 3.832e-24 1.887e-23 6.277e-23 2.323e-23
3.577e+01 2.679e-26 1.207e-23 3.815e-24 1.844e-23 6.170e-23 2.236e-23
3.610e+01 2.575e-26 1.127e-23 3.799e-24 1.802e-23 6.064e-23 2.159e-23
3.644e+01 2.474e-26 1.058e-23 3.782e-24 1.761e-23 5.960e-23 2.089e-23
3.678e+01 2.378e-26 9.979e-24 3.766e-24 1.721e-23 5.856e-23 2.025e-23
3.712e+01 2.286e-26 9.449e-24 3.750e-24 1.681e-23 5.754e-23 1.965e-23
3.746e+01 2.198e-26 8.978e-24 3.734e-24 1.643e-23 5.654e-23 1.909e-23
3.781e+01 2.113e-26 8.556e-24 3.718e-24 1.605e-23 5.554e-23 1.856e-23
3.816e+01 2.032e-26 8.176e-24 3.702e-24 1.567e-23 5.455e-23 1.806e-23
3.851e+01 1.953e-26 7.830e-24 3.686e-24 1.531e-23 5.358e-23 1.759e-23
3.887e+01 1.879e-26 7.514e-24 3.670e-24 1.495e-23 5.262e-23 1.713e-23
3.923e+01 1.807e-26 7.224e-24 3.654e-24 1.460e-23 5.167e-23 1.669e-23
3.959e+01 1.737e-26 6.957e-24 3.639e-24 1.425e-23 5.072e-23 1.627e-23
3.996e+01 1.671e-26 6.709e-24 3.623e-24 1.391e-23 4.979e-23 1.587e-23
4.033e+01 1.607e-26 6.477e-24 3.607e-24 1.358e-23 4.887e-23 1.547e-23
4.070e+01 1.546e-26 6.261e-24 3.592e-24 1.326e-23 4.796e-23 1.510e-23
4.108e+01 1.488e-26 6.058e-24 3.576e-24 1.294e-23 4.706e-23 1.473e-23
4.146e+01 1.431e-26 5.867e-24 3.561e-24 1.263e-23 4.616e-23 1.437e-23
4.184e+01 1.377e-26 5.686e-24 3.546e-24 1.232e-23 4.528e-23 1.402e-23
4.223e+01 1.325e-26 5.515e-24 3.530e-24 1.202e-23 4.440e-23 1.369e-23
4.262e+01 1.275e-26 5.353e-24 3.515e-24 1.172e-23 4.354e-23 1.336e-23
4.302e+01 1.227e-26 5.198e-24 3.500e-24 1.144e-23 4.268e-23 1.304e-23
4.341e+01 1.180e-26 5.051e-24 3.485e-24 1.115e-23 4.183e-23 1.273e-23
4.382e+01 1.136e-26 4.910e-24 3.470e-24 1.087e-23 4.099e-23 1.243e-23
4.422e+01 1.093e-26 4.775e-24 3.455e-24 1.060e-23 4.016e-23 1.213e-23
4.463e+01 1.052e-26 4.646e-24 3.441e-24 1.034e-23 3.933e-23 1.184e-23
4.505e+01 1.013e-26 4.522e-24 3.426e-24 1.008e-23 3.851e-23 1.156e-23
4.546e+01 9.747e-27 4.402e-24 3.411e-24 9.819e-24 3.770e-23 1.129e-23
4.588e+01 9.382e-27 4.287e-24 3.396e-24 9.569e-24 3.690e-23 1.102e-23
4.631e+01 9.032e-27 4.177e-24 3.382e-24 9.323e-24 3.611e-23 1.076e-23
4.674e+01 8.694e-27 4.070e-24 3.367e-24 9.083e-24 3.532e-23 1.051e-23
4.717e+01 8.370e-27 3.967e-24 3.353e-24 8.847e-24 3.454e-23 1.026e-23
4.761e+01 8.058e-27 3.868e-24 3.339e-24 8.617e-24 3.377e-23 1.002e-23
4.805e+01 7.757e-27 3.771e-24 3.324e-24 8.391e-24 3.300e-23 9.782e-24
4.849e+01 7.469e-27 3.678e-24 3.310e-24 8.170e-24 3.225e-23 9.552e-24
4.894e+01 7.191e-27 3.588e-24 3.296e-24 7.954e-24 3.149e-23 9.327e-24
4.940e+01 6.924e-27 3.501e-24 3.282e-24 7.742e-24 3.075e-23 9.108e-24
4.985e+01 6.667e-27 3.416e-24 3.268e-24 7.535e-24 3.001e-23 8.895e-24
5.032e+01 6.420e-27 3.334e-24 3.254e-24 7.333e-24 2.928e-23 8.687e-24
5.078e+01 6.182e-27 3.255e-24 3.240e-24 7.134e-24 2.856e-23 8.485e-24
5.125e+01 5.953e-27 3.177e-24 3.226e-24 6.941e-24 2.784e-23 8.287e-24
5.173e+01 5.732e-27 3.103e-24 3.212e-24 6.752e-24 2.713e-23 8.095e-24
5.221e+01 5.520e-27 3.030e-24 3.198e-24 6.567e-24 2.643e-23 7.907e-24
5.269e+01 5.316e-27 2.959e-24 3.185e-24 6.386e-24 2.573e-23 7.725e-24
5.318e+01 5.120e-27 2.890e-24 3.171e-24 6.209e-24 2.504e-23 7.547e-24
5.367e+01 4.931e-27 2.824e-24 3.157e-24 6.037e-24 2.436e-23 7.375e-24
5.417e+01 4.749e-27 2.759e-24 3.144e-24 5.869e-24 2.368e-23 7.207e-24
5.467e+01 4.574e-27 2.696e-24 3.130e-24 5.704e-24 2.301e-23 7.043e-24
5.517e+01 4.405e-27 2.634e-24 3.117e-24 5.544e-24 2.235e-23 6.884e-24
5.569e+01 4.243e-27 2.575e-24 3.104e-24 5.388e-24 2.170e-23 6.730e-24
5.620e+01 4.087e-27 2.517e-24 3.090e-24 5.236e-24 2.105e-23 6.580e-24
5.672e+01 3.937e-27 2.460e-24 3.077e-24 5.088e-24 2.041e-23 6.435e-24
5.725e+01 3.792e-27 2.405e-24 3.064e-24 4.944e-24 1.977e-23 6.294e-24
5.778e+01 3.652e-27 2.352e-24 3.051e-24 4.803e-24 1.914e-23 6.157e-24
5.831e+01 3.518e-27 2.300e-24 3.038e-24 4.667e-24 1.852e-23 6.025e-24
5.885e+01 3.389e-27 2.250e-24 3.025e-24 4.534e-24 1.791e-23 5.897e-24
5.940e+01 3.265e-27 2.200e-24 3.012e-24 4.406e-24 1.731e-23 5.773e-24
5.995e+01 3.145e-27 2.153e-24 2.999e-24 4.281e-24 1.671e-23 5.653e-24
6.050e+01 3.030e-27 2.106e-24 2.986e-24 4.160e-24 1.612e-23 5.537e-24
6.106e+01 2.918e-27 2.061e-24 2.973e-24 4.042e-24 1.554e-23 5.425e-24
6.163e+01 2.812e-27 2.017e-24 2.961e-24 3.929e-24 1.496e-23 5.317e-24
6.220e+01 2.709e-27 1.974e-24 2.948e-24 3.819e-24 1.439e-23 5.213e-24
6.278e+01 2.609e-27 1.932e-24 2.936e-24 3.713e-24 1.383e-23 5.112e-24
6.336e+01 2.514e-27 1.891e-24 2.923e-24 3.611e-24 1.328e-23 5.016e-24
6.394e+01 2.422e-27 1.852e-24 2.911e-24 3.512e-24 1.274e-23 4.923e-24
6.454e+01 2.333e-27 1.813e-24 2.898e-24 3.418e-24 1.220e-23 4.834e-24
6.513e+01 2.248e-27 1.776e-24 2.886e-24 3.327e-24 1.168e-23 4.749e-24
6.574e+01 2.166e-27 1.740e-24 2.873e-24 3.240e-24 1.116e-23 4.667e-24
6.635e+01 2.087e-27 1.704e-24 2.861e-24 3.157e-24 1.065e-23 4.589e-24
6.696e+01 2.010e-27 1.670e-24 2.849e-24 3.077e-24 1.015e-23 4.514e-24
6.758e+01 1.937e-27 1.636e-24 2.837e-24 3.001e-24 9.655e-24 4.442e-24
6.821e+01 1.866e-27 1.604e-24 2.825e-24 2.930e-24 9.171e-24 4.374e-24
6.884e+01 1.798e-27 1.572e-24 2.813e-24 2.861e-24 8.696e-24 4.309e-24
6.948e+01 1.733e-27 1.542e-24 2.801e-24 2.797e-24 8.229e-24 4.248e-24
7.012e+01 1.669e-27 1.512e-24 2.789e-24 2.736e-24 7.772e-24 4.189e-24
7.077e+01 1.608e-27 1.483e-24 2.777e-24 2.679e-24 7.325e-24 4.134e-24
7.143e+01 1.550e-27 1.455e-24 2.765e-24 2.626e-24 6.887e-24 4.081e-24
7.209e+01 1.493e-27 1.427e-24 2.753e-24 2.576e-24 6.458e-24 4.032e-24
7.275e+01 1.439e-27 1.401e-24 2.741e-24 2.530e-24 6.040e-24 3.985e-24
7.343e+01 1.386e-27 1.375e-24 2.730e-24 2.487e-24 5.631e-24 3.941e-24
7.411e+01 1.336e-27 1.350e-24 2.718e-24 2.448e-24 5.234e-24 3.899e-24
7.480e+01 1.287e-27 1.326e-24 2.707e-24 2.413e-24 4.847e-24 3.861e-24
7.549e+01 1.240e-27 1.302e-24 2.695e-24 2.381e-24 4.471e-24 3.824e-24
7.619e+01 1.195e-27 1.279e-24 2.683e-24 2.352e-24 4.107e-24 3.790e-24
7.689e+01 1.152e-27 1.257e-24 2.672e-24 2.326e-24 3.756e-24 3.759e-24
7.761e+01 1.110e-27 1.236e-24 2.661e-24 2.303e-24 3.419e-24 3.730e-24
7.832e+01 1.069e-27 1.215e-24 2.649e-24 2.283e-24 3.096e-24 3.703e-24
7.905e+01 1.030e-27 1.195e-24 2.638e-24 2.266e-24 2.790e-24 3.677e-24
7.978e+01 9.929e-28 1.176e-24 2.627e-24 2.252e-24 2.503e-24 3.654e-24
8.052e+01 9.568e-28 1.157e-24 2.616e-24 2.240e-24 2.238e-24 3.633e-24
8.127e+01 9.220e-28 1.139e-24 2.604e-24 2.231e-24 2.000e-24 3.614e-24
8.202e+01 8.885e-28 1.121e-24 2.593e-24 2.224e-24 1.794e-24 3.596e-24
8.278e+01 8.562e-28 1.105e-24 2.582e-24 2.220e-24 1.628e-24 3.580e-24
8.355e+01 8.250e-28 1.088e-24 2.571e-24 2.217e-24 1.509e-24 3.565e-24
8.432e+01 7.951e-28 1.073e-24 2.560e-24 2.217e-24 1.444e-24 3.552e-24
8.510e+01 7.662e-28 1.058e-24 2.550e-24 2.218e-24 1.434e-24 3.541e-24
8.589e+01 7.383e-28 1.043e-24 2.539e-24 2.221e-24 1.476e-24 3.530e-24
8.668e+01 7.115e-28 1.029e-24 2.528e-24 2.225e-24 1.561e-24 3.521e-24
8.749e+01 6.856e-28 1.016e-24 2.517e-24 2.231e-24 1.678e-24 3.513e-24
8.830e+01 6.607e-28 1.003e-24 2.506e-24 2.238e-24 1.818e-24 3.506e-24
8.911e+01 6.367e-28 9.908e-25 2.496e-24 2.246e-24 1.973e-24 3.501e-24
8.994e+01 6.136e-28 9.791e-25 2.485e-24 2.255e-24 2.136e-24 3.496e-24
9.077e+01 5.913e-28 9.679e-25 2.475e-24 2.265e-24 2.304e-24 3.492e-24
9.161e+01 5.698e-28 9.572e-25 2.464e-24 2.276e-24 2.473e-24 3.488e-24
9.246e+01 5.491e-28 9.471e-25 2.454e-24 2.288e-24 2.641e-24 3.486e-24
9.332e+01 5.292e-28 9.374e-25 2.443e-24 2.300e-24 2.807e-24 3.484e-24
9.418e+01 5.100e-28 9.283e-25 2.433e-24 2.313e-24 2.969e-24 3.483e-24
9.506e+01 4.915e-28 9.197e-25 2.422e-24 2.327e-24 3.126e-24 3.482e-24
9.594e+01 4.736e-28 9.116e-25 2.412e-24 2.340e-24 3.279e-24 3.482e-24
9.682e+01 4.564e-28 9.040e-25 2.402e-24 2.355e-24 3.425e-24 3.483e-24
9.772e+01 4.399e-28 8.969e-25 2.392e-24 2.369e-24 3.566e-24 3.484e-24
9.863e+01 4.239e-28 8.903e-25 2.381e-24 2.384e-24 3.701e-24 3.485e-24
9.954e+01 4.085e-28 8.842e-25 2.371e-24 2.399e-24 3.830e-24 3.487e-24
1.005e+02 3.937e-28 8.786e-25 2.361e-24 2.414e-24 3.952e-24 3.489e-24
1.014e+02 3.794e-28 8.734e-25 2.351e-24 2.429e-24 4.068e-24 3.491e-24
1.023e+02 3.657e-28 8.688e-25 2.341e-24 2.444e-24 4.177e-24 3.494e-24
1.033e+02 3.524e-28 8.646e-25 2.331e-24 2.459e-24 4.279e-24 3.497e-24
1.042e+02 3.396e-28 8.610e-25 2.321e-24 2.474e-24 4.375e-24 3.500e-24
1.052e+02 3.273e-28 8.578e-25 2.311e-24 2.488e-24 4.464e-24 3.503e-24
1.062e+02 3.154e-28 8.552e-25 2.302e-24 2.503e-24 4.546e-24 3.506e-24
1.072e+02 3.040e-28 8.530e-25 2.292e-24 2.518e-24 4.622e-24 3.510e-24
1.082e+02 2.929e-28 8.514e-25 2.282e-24 2.532e-24 4.692e-24 3.514e-24
1.092e+02 2.823e-28 8.503e-25 2.272e-24 2.547e-24 4.755e-24 3.517e-24
1.102e+02 2.721e-28 8.497e-25 2.263e-24 2.561e-24 4.811e-24 3.521e-24
1.112e+02 2.622e-28 8.496e-25 2.253e-24 2.575e-24 4.862e-24 3.525e-24
1.122e+02 2.527e-28 8.501e-25 2.244e-24 2.588e-24 4.905e-24 3.529e-24
1.133e+02 2.435e-28 8.511e-25 2.234e-24 2.602e-24 4.943e-24 3.533e-24
1.143e+02 2.347e-28 8.528e-25 2.225e-24 2.615e-24 4.974e-24 3.537e-24
1.154e+02 2.262e-28 8.550e-25 2.215e-24 2.628e-24 5.000e-24 3.541e-24
1.164e+02 2.180e-28 8.578e-25 2.206e-24 2.640e-24 5.019e-24 3.546e-24
1.175e+02 2.101e-28 8.612e-25 2.196e-24 2.653e-24 5.032e-24 3.550e-24
1.186e+02 2.025e-28 8.653e-25 2.187e-24 2.665e-24 5.039e-24 3.554e-24
1.197e+02 1.951e-28 8.701e-25 2.178e-24 2.676e-24 5.041e-24 3.558e-24
1.208e+02 1.881e-28 8.756e-25 2.168e-24 2.688e-24 5.036e-24 3.563e-24
1.219e+02 1.813e-28 8.818e-25 2.159e-24 2.699e-24 5.026e-24 3.567e-24
1.231e+02 1.747e-28 8.889e-25 2.150e-24 2.710e-24 5.011e-24 3.572e-24
1.242e+02 1.684e-28 8.967e-25 2.141e-24 2.721e-24 4.990e-24 3.576e-24
1.253e+02 1.623e-28 9.054e-25 2.132e-24 2.731e-24 4.963e-24 3.581e-24
1.265e+02 1.564e-28 9.151e-25 2.123e-24 2.741e-24 4.931e-24 3.586e-24
1.277e+02 1.507e-28 9.257e-25 2.114e-24 2.751e-24 4.894e-24 3.591e-24
1.289e+02 1.452e-28 9.374e-25 2.105e-24 2.761e-24 4.852e-24 3.596e-24
1.301e+02 1.400e-28 9.503e-25 2.096e-24 2.770e-24 4.804e-24 3.601e-24
1.313e+02 1.349e-28 9.644e-25 2.087e-24 2.779e-24 4.752e-24 3.607e-24
1.325e+02 1.300e-28 9.798e-25 2.078e-24 2.788e-24 4.694e-24 3.613e-24
1.337e+02 1.253e-28 9.967e-25 2.069e-24 2.797e-24 4.632e-24 3.619e-24
1.349e+02 1.208e-28 1.015e-24 2.060e-24 2.805e-24 4.565e-24 3.626e-24
1.362e+02 1.164e-28 1.035e-24 2.052e-24 2.814e-24 4.493e-24 3.633e-24
1.374e+02 1.122e-28 1.058e-24 2.043e-24 2.822e-24 4.417e-24 3.641e-24
1.387e+02 1.081e-28 1.082e-24 2.034e-24 2.829e-24 4.336e-24 3.649e-24
1.400e+02 1.042e-28 1.109e-24 2.026e-24 2.837e-24 4.251e-24 3.658e-24
1.413e+02 1.004e-28 1.138e-24 2.017e-24 2.845e-24 4.162e-24 3.668e-24
1.426e+02 9.678e-29 1.171e-24 2.008e-24 2.852e-24 4.069e-24 3.679e-24
1.439e+02 9.327e-29 1.206e-24 2.000e-24 2.859e-24 3.971e-24 3.692e-24
1.453e+02 8.989e-29 1.246e-24 1.991e-24 2.866e-24 3.870e-24 3.706e-24
1.466e+02 8.664e-29 1.291e-24 1.983e-24 2.873e-24 3.765e-24 3.722e-24
1.480e+02 8.350e-29 1.340e-24 1.975e-24 2.880e-24 3.657e-24 3.740e-24
1.493e+02 8.047e-29 1.396e-24 1.966e-24 2.887e-24 3.545e-24 3.761e-24
1.507e+02 7.756e-29 1.459e-24 1.958e-24 2.894e-24 3.430e-24 3.786e-24
1.521e+02 7.475e-29 1.530e-24 1.949e-24 2.900e-24 3.312e-24 3.815e-24
1.535e+02 7.204e-29 1.612e-24 1.941e-24 2.907e-24 3.192e-24 3.849e-24
1.549e+02 6.943e-29 1.707e-24 1.933e-24 2.913e-24 3.069e-24 3.891e-24
1.564e+02 6.692e-29 1.817e-24 1.925e-24 2.920e-24 2.945e-24 3.941e-24
1.578e+02 6.449e-29 1.948e-24 1.917e-24 2.926e-24 2.819e-24 4.004e-24
1.593e+02 6.216e-29 2.103e-24 1.908e-24 2.933e-24 2.691e-24 4.083e-24
1.608e+02 5.990e-29 2.293e-24 1.900e-24 2.940e-24 2.564e-24 4.184e-24
1.623e+02 5.773e-29 2.528e-24 1.892e-24 2.946e-24 2.437e-24 4.319e-24
1.638e+02 5.564e-29 2.827e-24 1.884e-24 2.953e-24 2.311e-24 4.502e-24
1.653e+02 5.363e-29 3.221e-24 1.876e-24 2.960e-24 2.188e-24 4.760e-24
1.668e+02 5.169e-29 3.760e-24 1.868e-24 2.967e-24 2.069e-24 5.141e-24
1.684e+02 4.981e-29 4.545e-24 1.860e-24 2.974e-24 1.955e-24 5.741e-24
1.699e+02 4.801e-29 5.791e-24 1.852e-24 2.981e-24 1.850e-24 6.771e-24
1.715e+02 4.627e-29 8.068e-24 1.844e-24 2.988e-24 1.755e-24 8.799e-24
1.731e+02 4.459e-29 1.356e-23 1.837e-24 2.996e-24 1.673e-24 1.401e-23
1.747e+02 4.298e-29 4.527e-23 1.829e-24 3.004e-24 1.609e-24 4.540e-23
1.763e+02 4.142e-29 3.218e-23 1.821e-24 3.011e-24 1.565e-24 3.237e-23
1.779e+02 3.992e-29 1.166e-23 1.813e-24 3.019e-24 1.544e-24 1.218e-23
1.796e+02 3.848e-29 7.042e-24 1.806e-24 3.028e-24 1.550e-24 7.875e-24
