#DRSE 153 Mpc
#frequency seismic suspension_thermal mirror_thermal quantum quantum_squeezing total
1.812e+02 3.708e-29 5.004e-24 1.798e-24 3.036e-24 1.582e-24 6.123e-24
1.829e+02 3.574e-29 3.857e-24 1.790e-24 3.045e-24 1.641e-24 5.230e-24
1.846e+02 3.445e-29 3.122e-24 1.783e-24 3.054e-24 1.725e-24 4.717e-24
1.863e+02 3.320e-29 2.610e-24 1.775e-24 3.064e-24 1.833e-24 4.399e-24
1.881e+02 3.200e-29 2.235e-24 1.767e-24 3.074e-24 1.960e-24 4.191e-24
1.898e+02 3.084e-29 1.947e-24 1.760e-24 3.084e-24 2.105e-24 4.049e-24
1.916e+02 2.972e-29 1.720e-24 1.752e-24 3.094e-24 2.265e-24 3.950e-24
1.933e+02 2.864e-29 1.536e-24 1.745e-24 3.105e-24 2.439e-24 3.879e-24
1.951e+02 2.761e-29 1.384e-24 1.738e-24 3.116e-24 2.623e-24 3.827e-24
1.969e+02 2.661e-29 1.257e-24 1.730e-24 3.128e-24 2.818e-24 3.789e-24
1.987e+02 2.564e-29 1.149e-24 1.723e-24 3.140e-24 3.021e-24 3.761e-24
2.006e+02 2.471e-29 1.055e-24 1.715e-24 3.152e-24 3.232e-24 3.741e-24
2.024e+02 2.382e-29 9.745e-25 1.708e-24 3.165e-24 3.450e-24 3.726e-24
2.043e+02 2.296e-29 9.036e-25 1.701e-24 3.178e-24 3.675e-24 3.716e-24
2.062e+02 2.213e-29 8.410e-25 1.694e-24 3.192e-24 3.905e-24 3.710e-24
2.081e+02 2.132e-29 7.854e-25 1.686e-24 3.207e-24 4.141e-24 3.707e-24
2.100e+02 2.055e-29 7.356e-25 1.679e-24 3.221e-24 4.381e-24 3.706e-24
2.120e+02 1.981e-29 6.910e-25 1.672e-24 3.237e-24 4.627e-24 3.708e-24
2.140e+02 1.909e-29 6.506e-25 1.665e-24 3.252e-24 4.876e-24 3.711e-24
2.159e+02 1.840e-29 6.140e-25 1.658e-24 3.269e-24 5.130e-24 3.716e-24
2.179e+02 1.773e-29 5.808e-25 1.651e-24 3.286e-24 5.389e-24 3.723e-24
2.200e+02 1.709e-29 5.504e-25 1.644e-24 3.303e-24 5.651e-24 3.730e-24
2.220e+02 1.647e-29 5.226e-25 1.637e-24 3.321e-24 5.917e-24 3.739e-24
2.241e+02 1.588e-29 4.970e-25 1.630e-24 3.340e-24 6.186e-24 3.749e-24
2.261e+02 1.530e-29 4.735e-25 1.623e-24 3.359e-24 6.460e-24 3.760e-24
2.282e+02 1.475e-29 4.518e-25 1.616e-24 3.379e-24 6.736e-24 3.772e-24
2.303e+02 1.421e-29 4.318e-25 1.609e-24 3.399e-24 7.016e-24 3.786e-24
2.325e+02 1.370e-29 4.132e-25 1.602e-24 3.420e-24 7.300e-24 3.799e-24
2.346e+02 1.320e-29 3.960e-25 1.595e-24 3.442e-24 7.586e-24 3.814e-24
2.368e+02 1.272e-29 3.800e-25 1.589e-24 3.464e-24 7.876e-24 3.830e-24
2.390e+02 1.226e-29 3.652e-25 1.582e-24 3.487e-24 8.169e-24 3.846e-24
2.412e+02 1.182e-29 3.514e-25 1.575e-24 3.511e-24 8.466e-24 3.864e-24
2.434e+02 1.139e-29 3.385e-25 1.568e-24 3.535e-24 8.765e-24 3.882e-24
2.457e+02 1.098e-29 3.265e-25 1.562e-24 3.560e-24 9.067e-24 3.901e-24
2.480e+02 1.058e-29 3.154e-25 1.555e-24 3.585e-24 9.372e-24 3.921e-24
2.503e+02 1.020e-29 3.050e-25 1.548e-24 3.612e-24 9.681e-24 3.941e-24
2.526e+02 9.829e-30 2.953e-25 1.542e-24 3.638e-24 9.992e-24 3.963e-24
2.549e+02 9.473e-30 2.863e-25 1.535e-24 3.666e-24 1.031e-23 3.985e-24
2.573e+02 9.130e-30 2.779e-25 1.529e-24 3.694e-24 1.062e-23 4.008e-24
2.597e+02 8.799e-30 2.701e-25 1.522e-24 3.723e-24 1.094e-23 4.031e-24
2.621e+02 8.481e-30 2.628e-25 1.515e-24 3.753e-24 1.127e-23 4.056e-24
2.645e+02 8.174e-30 2.561e-25 1.509e-24 3.783e-24 1.159e-23 4.081e-24
2.669e+02 7.878e-30 2.499e-25 1.503e-24 3.814e-24 1.192e-23 4.107e-24
2.694e+02 7.592e-30 2.442e-25 1.496e-24 3.846e-24 1.225e-23 4.134e-24
2.719e+02 7.317e-30 2.389e-25 1.490e-24 3.878e-24 1.258e-23 4.162e-24
2.744e+02 7.052e-30 2.341e-25 1.483e-24 3.912e-24 1.292e-23 4.190e-24
2.770e+02 6.797e-30 2.297e-25 1.477e-24 3.945e-24 1.326e-23 4.219e-24
2.795e+02 6.551e-30 2.257e-25 1.471e-24 3.980e-24 1.360e-23 4.249e-24
2.821e+02 6.314e-30 2.221e-25 1.464e-24 4.015e-24 1.395e-23 4.280e-24
2.847e+02 6.085e-30 2.190e-25 1.458e-24 4.051e-24 1.430e-23 4.311e-24
2.874e+02 5.865e-30 2.162e-25 1.452e-24 4.088e-24 1.465e-23 4.344e-24
2.900e+02 5.652e-30 2.138e-25 1.446e-24 4.125e-24 1.500e-23 4.377e-24
2.927e+02 5.448e-30 2.117e-25 1.439e-24 4.164e-24 1.536e-23 4.411e-24
2.954e+02 5.251e-30 2.101e-25 1.433e-24 4.202e-24 1.572e-23 4.445e-24
2.982e+02 5.060e-30 2.088e-25 1.427e-24 4.242e-24 1.608e-23 4.481e-24
3.009e+02 4.877e-30 2.079e-25 1.421e-24 4.282e-24 1.644e-23 4.517e-24
3.037e+02 4.701e-30 2.074e-25 1.415e-24 4.323e-24 1.681e-23 4.554e-24
3.065e+02 4.530e-30 2.073e-25 1.409e-24 4.365e-24 1.718e-23 4.591e-24
3.094e+02 4.366e-30 2.076e-25 1.403e-24 4.407e-24 1.755e-23 4.630e-24
3.122e+02 4.208e-30 2.083e-25 1.397e-24 4.451e-24 1.793e-23 4.669e-24
3.151e+02 4.056e-30 2.095e-25 1.391e-24 4.494e-24 1.830e-23 4.709e-24
3.181e+02 3.909e-30 2.111e-25 1.385e-24 4.539e-24 1.869e-23 4.750e-24
3.210e+02 3.768e-30 2.132e-25 1.379e-24 4.584e-24 1.907e-23 4.792e-24
3.240e+02 3.631e-30 2.158e-25 1.373e-24 4.630e-24 1.946e-23 4.834e-24
3.270e+02 3.500e-30 2.189e-25 1.367e-24 4.677e-24 1.985e-23 4.878e-24
3.300e+02 3.373e-30 2.226e-25 1.361e-24 4.724e-24 2.024e-23 4.922e-24
3.331e+02 3.251e-30 2.270e-25 1.355e-24 4.773e-24 2.063e-23 4.966e-24
3.361e+02 3.133e-30 2.322e-25 1.349e-24 4.821e-24 2.103e-23 5.012e-24
3.393e+02 3.020e-30 2.381e-25 1.344e-24 4.871e-24 2.143e-23 5.058e-24
3.424e+02 2.910e-30 2.449e-25 1.338e-24 4.921e-24 2.183e-23 5.106e-24
3.456e+02 2.805e-30 2.527e-25 1.332e-24 4.972e-24 2.224e-23 5.154e-24
3.488e+02 2.703e-30 2.617e-25 1.326e-24 5.024e-24 2.265e-23 5.202e-24
3.520e+02 2.605e-30 2.721e-25 1.321e-24 5.076e-24 2.306e-23 5.252e-24
3.553e+02 2.511e-30 2.841e-25 1.315e-24 5.129e-24 2.348e-23 5.303e-24
3.586e+02 2.420e-30 2.981e-25 1.309e-24 5.183e-24 2.389e-23 5.354e-24
3.619e+02 2.333e-30 3.143e-25 1.304e-24 5.237e-24 2.431e-23 5.406e-24
3.652e+02 2.248e-30 3.334e-25 1.298e-24 5.293e-24 2.474e-23 5.460e-24
3.686e+02 2.167e-30 3.561e-25 1.292e-24 5.349e-24 2.516e-23 5.514e-24
3.720e+02 2.088e-30 3.834e-25 1.287e-24 5.405e-24 2.559e-23 5.569e-24
3.755e+02 2.013e-30 4.166e-25 1.281e-24 5.462e-24 2.602e-23 5.626e-24
3.789e+02 1.940e-30 4.580e-25 1.276e-24 5.520e-24 2.646e-23 5.684e-24
3.825e+02 1.870e-30 5.105e-25 1.270e-24 5.579e-24 2.690e-23 5.745e-24
3.860e+02 1.802e-30 5.793e-25 1.265e-24 5.639e-24 2.734e-23 5.808e-24
3.896e+02 1.737e-30 6.732e-25 1.259e-24 5.699e-24 2.778e-23 5.875e-24
3.932e+02 1.674e-30 8.086e-25 1.254e-24 5.759e-24 2.823e-23 5.950e-24
3.968e+02 1.613e-30 1.020e-24 1.248e-24 5.821e-24 2.868e-23 6.040e-24
4.005e+02 1.555e-30 1.396e-24 1.243e-24 5.883e-24 2.914e-23 6.173e-24
4.042e+02 1.498e-30 2.247e-24 1.238e-24 5.946e-24 2.959e-23 6.476e-24
4.080e+02 1.444e-30 6.023e-24 1.232e-24 6.010e-24 3.005e-23 8.597e-24
4.117e+02 1.392e-30 8.317e-24 1.227e-24 6.074e-24 3.052e-23 1.037e-23
4.155e+02 1.342e-30 2.417e-24 1.222e-24 6.139e-24 3.098e-23 6.710e-24
4.194e+02 1.293e-30 1.400e-24 1.216e-24 6.205e-24 3.145e-23 6.476e-24
4.233e+02 1.246e-30 9.786e-25 1.211e-24 6.272e-24 3.193e-23 6.462e-24
4.272e+02 1.201e-30 7.484e-25 1.206e-24 6.339e-24 3.240e-23 6.496e-24
4.312e+02 1.158e-30 6.034e-25 1.201e-24 6.407e-24 3.288e-23 6.546e-24
4.351e+02 1.116e-30 5.038e-25 1.195e-24 6.476e-24 3.337e-23 6.604e-24
4.392e+02 1.075e-30 4.313e-25 1.190e-24 6.545e-24 3.385e-23 6.666e-24
4.432e+02 1.036e-30 3.761e-25 1.185e-24 6.615e-24 3.434e-23 6.731e-24
4.474e+02 9.988e-31 3.329e-25 1.180e-24 6.686e-24 3.484e-23 6.797e-24
4.515e+02 9.626e-31 2.981e-25 1.175e-24 6.757e-24 3.533e-23 6.865e-24
4.557e+02 9.278e-31 2.695e-25 1.170e-24 6.830e-24 3.583e-23 6.934e-24
4.599e+02 8.942e-31 2.456e-25 1.165e-24 6.903e-24 3.634e-23 7.005e-24
4.642e+02 8.618e-31 2.254e-25 1.160e-24 6.976e-24 3.684e-23 7.076e-24
4.685e+02 8.306e-31 2.081e-25 1.155e-24 7.051e-24 3.735e-23 7.148e-24
4.728e+02 8.005e-31 1.932e-25 1.149e-24 7.126e-24 3.787e-23 7.221e-24
4.772e+02 7.715e-31 1.802e-25 1.144e-24 7.202e-24 3.839e-23 7.295e-24
4.816e+02 7.436e-31 1.688e-25 1.139e-24 7.279e-24 3.891e-23 7.370e-24
4.861e+02 7.167e-31 1.588e-25 1.135e-24 7.356e-24 3.943e-23 7.445e-24
4.906e+02 6.907e-31 1.499e-25 1.130e-24 7.435e-24 3.996e-23 7.522e-24
4.951e+02 6.657e-31 1.420e-25 1.125e-24 7.514e-24 4.050e-23 7.599e-24
4.997e+02 6.416e-31 1.349e-25 1.120e-24 7.593e-24 4.103e-23 7.677e-24
5.043e+02 6.184e-31 1.286e-25 1.115e-24 7.674e-24 4.157e-23 7.756e-24
5.090e+02 5.960e-31 1.229e-25 1.110e-24 7.755e-24 4.212e-23 7.835e-24
5.137e+02 5.744e-31 1.178e-25 1.105e-24 7.837e-24 4.267e-23 7.916e-24
5.185e+02 5.536e-31 1.133e-25 1.100e-24 7.920e-24 4.322e-23 7.997e-24
5.233e+02 5.336e-31 1.092e-25 1.095e-24 8.004e-24 4.378e-23 8.079e-24
5.281e+02 5.142e-31 1.055e-25 1.091e-24 8.088e-24 4.434e-23 8.162e-24
5.330e+02 4.956e-31 1.023e-25 1.086e-24 8.173e-24 4.490e-23 8.246e-24
5.379e+02 4.777e-31 9.937e-26 1.081e-24 8.259e-24 4.547e-23 8.330e-24
5.429e+02 4.604e-31 9.683e-26 1.076e-24 8.346e-24 4.604e-23 8.416e-24
5.479e+02 4.437e-31 9.461e-26 1.072e-24 8.434e-24 4.662e-23 8.502e-24
5.530e+02 4.277e-31 9.270e-26 1.067e-24 8.522e-24 4.720e-23 8.589e-24
5.581e+02 4.122e-31 9.108e-26 1.062e-24 8.611e-24 4.779e-23 8.677e-24
5.633e+02 3.972e-31 8.975e-26 1.058e-24 8.701e-24 4.838e-23 8.766e-24
5.685e+02 3.829e-31 8.870e-26 1.053e-24 8.792e-24 4.897e-23 8.856e-24
5.738e+02 3.690e-31 8.793e-26 1.048e-24 8.884e-24 4.957e-23 8.946e-24
5.791e+02 3.556e-31 8.744e-26 1.044e-24 8.977e-24 5.018e-23 9.038e-24
5.845e+02 3.428e-31 8.723e-26 1.039e-24 9.070e-24 5.078e-23 9.130e-24
5.899e+02 3.304e-31 8.731e-26 1.035e-24 9.164e-24 5.140e-23 9.223e-24
5.954e+02 3.184e-31 8.769e-26 1.030e-24 9.259e-24 5.201e-23 9.317e-24
6.009e+02 3.069e-31 8.840e-26 1.026e-24 9.355e-24 5.264e-23 9.412e-24
6.064e+02 2.958e-31 8.944e-26 1.021e-24 9.452e-24 5.326e-23 9.508e-24
6.120e+02 2.850e-31 9.085e-26 1.017e-24 9.550e-24 5.389e-23 9.604e-24
6.177e+02 2.747e-31 9.267e-26 1.012e-24 9.648e-24 5.453e-23 9.702e-24
6.234e+02 2.648e-31 9.495e-26 1.008e-24 9.748e-24 5.517e-23 9.800e-24
6.292e+02 2.552e-31 9.773e-26 1.003e-24 9.848e-24 5.582e-23 9.900e-24
6.350e+02 2.460e-31 1.011e-25 9.987e-25 9.949e-24 5.647e-23 1.000e-23
6.409e+02 2.370e-31 1.052e-25 9.943e-25 1.005e-23 5.712e-23 1.010e-23
6.469e+02 2.285e-31 1.101e-25 9.899e-25 1.015e-23 5.778e-23 1.020e-23
6.529e+02 2.202e-31 1.160e-25 9.855e-25 1.026e-23 5.845e-23 1.031e-23
6.589e+02 2.122e-31 1.232e-25 9.812e-25 1.036e-23 5.912e-23 1.041e-23
6.650e+02 2.045e-31 1.320e-25 9.768e-25 1.047e-23 5.980e-23 1.052e-23
6.712e+02 1.971e-31 1.428e-25 9.725e-25 1.058e-23 6.048e-23 1.062e-23
6.774e+02 1.900e-31 1.564e-25 9.682e-25 1.068e-23 6.117e-23 1.073e-23
6.837e+02 1.831e-31 1.739e-25 9.639e-25 1.079e-23 6.186e-23 1.084e-23
6.900e+02 1.765e-31 1.971e-25 9.596e-25 1.090e-23 6.256e-23 1.095e-23
6.964e+02 1.701e-31 2.291e-25 9.554e-25 1.101e-23 6.326e-23 1.106e-23
7.028e+02 1.639e-31 2.756e-25 9.511e-25 1.112e-23 6.397e-23 1.117e-23
7.093e+02 1.580e-31 3.493e-25 9.469e-25 1.124e-23 6.468e-23 1.128e-23
7.159e+02 1.523e-31 4.830e-25 9.427e-25 1.135e-23 6.540e-23 1.140e-23
7.225e+02 1.468e-31 7.985e-25 9.385e-25 1.147e-23 6.613e-23 1.153e-23
7.292e+02 1.415e-31 2.439e-24 9.343e-25 1.158e-23 6.686e-23 1.187e-23
7.360e+02 1.363e-31 2.196e-24 9.302e-25 1.170e-23 6.760e-23 1.194e-23
7.428e+02 1.314e-31 7.451e-25 9.260e-25 1.182e-23 6.834e-23 1.188e-23
7.497e+02 1.266e-31 4.447e-25 9.219e-25 1.193e-23 6.909e-23 1.198e-23
7.566e+02 1.221e-31 3.151e-25 9.178e-25 1.205e-23 6.984e-23 1.209e-23
7.636e+02 1.176e-31 2.430e-25 9.137e-25 1.218e-23 7.060e-23 1.221e-23
7.707e+02 1.134e-31 1.972e-25 9.096e-25 1.230e-23 7.137e-23 1.233e-23
7.778e+02 1.093e-31 1.656e-25 9.055e-25 1.242e-23 7.214e-23 1.245e-23
7.850e+02 1.053e-31 1.425e-25 9.015e-25 1.254e-23 7.292e-23 1.258e-23
7.923e+02 1.015e-31 1.249e-25 8.975e-25 1.267e-23 7.371e-23 1.270e-23
7.997e+02 9.782e-32 1.112e-25 8.935e-25 1.280e-23 7.450e-23 1.283e-23
8.071e+02 9.428e-32 1.001e-25 8.895e-25 1.292e-23 7.530e-23 1.295e-23
8.145e+02 9.087e-32 9.107e-26 8.855e-25 1.305e-23 7.611e-23 1.308e-23
8.221e+02 8.758e-32 8.357e-26 8.815e-25 1.318e-23 7.692e-23 1.321e-23
8.297e+02 8.441e-32 7.727e-26 8.775e-25 1.331e-23 7.774e-23 1.334e-23
8.374e+02 8.135e-32 7.194e-26 8.736e-25 1.344e-23 7.856e-23 1.347e-23
8.451e+02 7.841e-32 6.738e-26 8.697e-25 1.358e-23 7.939e-23 1.361e-23
8.530e+02 7.557e-32 6.347e-26 8.658e-25 1.371e-23 8.023e-23 1.374e-23
8.609e+02 7.283e-32 6.010e-26 8.619e-25 1.385e-23 8.108e-23 1.388e-23
8.688e+02 7.019e-32 5.721e-26 8.580e-25 1.398e-23 8.193e-23 1.401e-23
8.769e+02 6.765e-32 5.471e-26 8.541e-25 1.412e-23 8.279e-23 1.415e-23
8.850e+02 6.520e-32 5.257e-26 8.503e-25 1.426e-23 8.366e-23 1.429e-23
8.932e+02 6.284e-32 5.076e-26 8.465e-25 1.440e-23 8.453e-23 1.443e-23
9.015e+02 6.057e-32 4.923e-26 8.427e-25 1.454e-23 8.541e-23 1.457e-23
9.098e+02 5.837e-32 4.797e-26 8.388e-25 1.469e-23 8.630e-23 1.471e-23
9.183e+02 5.626e-32 4.697e-26 8.351e-25 1.483e-23 8.720e-23 1.486e-23
9.268e+02 5.422e-32 4.621e-26 8.313e-25 1.498e-23 8.810e-23 1.500e-23
9.353e+02 5.226e-32 4.570e-26 8.275e-25 1.512e-23 8.901e-23 1.515e-23
9.440e+02 5.037e-32 4.544e-26 8.238e-25 1.527e-23 8.993e-23 1.529e-23
9.528e+02 4.855e-32 4.544e-26 8.201e-25 1.542e-23 9.086e-23 1.544e-23
9.616e+02 4.679e-32 4.573e-26 8.163e-25 1.557e-23 9.179e-23 1.559e-23
9.705e+02 4.509e-32 4.634e-26 8.126e-25 1.572e-23 9.273e-23 1.575e-23
9.795e+02 4.346e-32 4.736e-26 8.090e-25 1.588e-23 9.368e-23 1.590e-23
9.885e+02 4.189e-32 4.889e-26 8.053e-25 1.603e-23 9.464e-23 1.605e-23
9.977e+02 4.037e-32 5.119e-26 8.016e-25 1.619e-23 9.560e-23 1.621e-23
1.007e+03 3.891e-32 5.476e-26 7.980e-25 1.635e-23 9.658e-23 1.637e-23
1.016e+03 3.750e-32 6.092e-26 7.944e-25 1.651e-23 9.756e-23 1.652e-23
1.026e+03 3.614e-32 7.422e-26 7.908e-25 1.667e-23 9.855e-23 1.668e-23
1.035e+03 3.483e-32 1.217e-25 7.872e-25 1.683e-23 9.955e-23 1.685e-23
1.045e+03 3.357e-32 1.623e-24 7.836e-25 1.699e-23 1.006e-22 1.709e-23
1.054e+03 3.236e-32 1.121e-25 7.800e-25 1.716e-23 1.016e-22 1.717e-23
1.064e+03 3.119e-32 8.239e-26 7.764e-25 1.732e-23 1.026e-22 1.734e-23
1.074e+03 3.006e-32 8.088e-26 7.729e-25 1.749e-23 1.036e-22 1.751e-23
1.084e+03 2.897e-32 8.722e-26 7.694e-25 1.766e-23 1.047e-22 1.768e-23
1.094e+03 2.792e-32 9.896e-26 7.659e-25 1.783e-23 1.057e-22 1.785e-23
1.104e+03 2.691e-32 1.175e-25 7.624e-25 1.800e-23 1.068e-22 1.802e-23
1.114e+03 2.593e-32 1.477e-25 7.589e-25 1.818e-23 1.079e-22 1.819e-23
1.125e+03 2.500e-32 2.029e-25 7.554e-25 1.835e-23 1.089e-22 1.837e-23
1.135e+03 2.409e-32 3.330e-25 7.519e-25 1.853e-23 1.100e-22 1.855e-23
1.146e+03 2.322e-32 9.917e-25 7.485e-25 1.871e-23 1.111e-22 1.875e-23
1.156e+03 2.238e-32 9.575e-25 7.451e-25 1.889e-23 1.122e-22 1.893e-23
1.167e+03 2.157e-32 3.178e-25 7.416e-25 1.907e-23 1.133e-22 1.909e-23
1.178e+03 2.079e-32 1.890e-25 7.382e-25 1.925e-23 1.145e-22 1.927e-23
1.189e+03 2.003e-32 1.339e-25 7.348e-25 1.944e-23 1.156e-22 1.945e-23
1.200e+03 1.931e-32 1.033e-25 7.315e-25 1.962e-23 1.168e-22 1.964e-23
1.211e+03 1.861e-32 8.403e-26 7.281e-25 1.981e-23 1.179e-22 1.983e-23
1.222e+03 1.794e-32 7.075e-26 7.247e-25 2.000e-23 1.191e-22 2.002e-23
1.233e+03 1.729e-32 6.110e-26 7.214e-25 2.019e-23 1.203e-22 2.021e-23
1.245e+03 1.666e-32 5.379e-26 7.181e-25 2.039e-23 1.214e-22 2.040e-23
1.256e+03 1.606e-32 4.810e-26 7.148e-25 2.058e-23 1.226e-22 2.060e-23
1.268e+03 1.548e-32 4.356e-26 7.115e-25 2.078e-23 1.238e-22 2.079e-23
1.280e+03 1.492e-32 3.988e-26 7.082e-25 2.098e-23 1.251e-22 2.099e-23
1.292e+03 1.438e-32 3.687e-26 7.049e-25 2.118e-23 1.263e-22 2.119e-23
1.304e+03 1.385e-32 3.437e-26 7.016e-25 2.138e-23 1.275e-22 2.139e-23
1.316e+03 1.335e-32 3.229e-26 6.984e-25 2.159e-23 1.288e-22 2.160e-23
1.328e+03 1.287e-32 3.056e-26 6.951e-25 2.179e-23 1.300e-22 2.180e-23
1.340e+03 1.240e-32 2.912e-26 6.919e-25 2.200e-23 1.313e-22 2.201e-23
1.352e+03 1.195e-32 2.793e-26 6.887e-25 2.221e-23 1.326e-22 2.222e-23
1.365e+03 1.152e-32 2.697e-26 6.855e-25 2.242e-23 1.339e-22 2.243e-23
1.378e+03 1.110e-32 2.621e-26 6.823e-25 2.263e-23 1.352e-22 2.264e-23
1.390e+03 1.070e-32 2.563e-26 6.791e-25 2.285e-23 1.365e-22 2.286e-23
1.403e+03 1.032e-32 2.523e-26 6.760e-25 2.307e-23 1.378e-22 2.308e-23
1.416e+03 9.942e-33 2.500e-26 6.728e-25 2.329e-23 1.392e-22 2.330e-23
1.429e+03 9.582e-33 2.495e-26 6.697e-25 2.351e-23 1.405e-22 2.352e-23
1.443e+03 9.235e-33 2.508e-26 6.666e-25 2.373e-23 1.419e-22 2.374e-23
1.456e+03 8.900e-33 2.540e-26 6.635e-25 2.396e-23 1.433e-22 2.397e-23
1.469e+03 8.578e-33 2.593e-26 6.604e-25 2.418e-23 1.447e-22 2.419e-23
1.483e+03 8.268e-33 2.669e-26 6.573e-25 2.441e-23 1.461e-22 2.442e-23
1.497e+03 7.968e-33 2.774e-26 6.542e-25 2.465e-23 1.475e-22 2.465e-23
1.511e+03 7.680e-33 2.914e-26 6.511e-25 2.488e-23 1.489e-22 2.489e-23
1.525e+03 7.402e-33 3.096e-26 6.481e-25 2.512e-23 1.503e-22 2.512e-23
1.539e+03 7.134e-33 3.333e-26 6.451e-25 2.535e-23 1.518e-22 2.536e-23
1.553e+03 6.875e-33 3.646e-26 6.420e-25 2.559e-23 1.533e-22 2.560e-23
1.567e+03 6.626e-33 4.067e-26 6.390e-25 2.584e-23 1.547e-22 2.584e-23
1.582e+03 6.387e-33 4.649e-26 6.360e-25 2.608e-23 1.562e-22 2.609e-23
1.597e+03 6.155e-33 5.492e-26 6.330e-25 2.633e-23 1.577e-22 2.633e-23
1.611e+03 5.932e-33 6.805e-26 6.301e-25 2.658e-23 1.593e-22 2.658e-23
1.626e+03 5.718e-33 9.094e-26 6.271e-25 2.683e-23 1.608e-22 2.684e-23
1.641e+03 5.511e-33 1.403e-25 6.241e-25 2.708e-23 1.623e-22 2.709e-23
1.657e+03 5.311e-33 3.216e-25 6.212e-25 2.734e-23 1.639e-22 2.735e-23
1.672e+03 5.119e-33 9.638e-25 6.183e-25 2.760e-23 1.655e-22 2.762e-23
1.687e+03 4.933e-33 1.889e-25 6.153e-25 2.786e-23 1.670e-22 2.786e-23
1.703e+03 4.755e-33 1.038e-25 6.124e-25 2.812e-23 1.686e-22 2.813e-23
1.719e+03 4.583e-33 7.121e-26 6.095e-25 2.838e-23 1.703e-22 2.839e-23
1.735e+03 4.417e-33 5.408e-26 6.067e-25 2.865e-23 1.719e-22 2.866e-23
1.751e+03 4.257e-33 4.358e-26 6.038e-25 2.892e-23 1.735e-22 2.893e-23
1.767e+03 4.103e-33 3.651e-26 6.009e-25 2.919e-23 1.752e-22 2.920e-23
1.783e+03 3.954e-33 3.147e-26 5.981e-25 2.947e-23 1.769e-22 2.948e-23
1.800e+03 3.811e-33 2.772e-26 5.952e-25 2.975e-23 1.786e-22 2.975e-23
1.817e+03 3.673e-33 2.486e-26 5.924e-25 3.003e-23 1.803e-22 3.003e-23
1.833e+03 3.540e-33 2.264e-26 5.896e-25 3.031e-23 1.820e-22 3.032e-23
1.850e+03 3.412e-33 2.091e-26 5.868e-25 3.059e-23 1.837e-22 3.060e-23
1.868e+03 3.288e-33 1.957e-26 5.840e-25 3.088e-23 1.855e-22 3.089e-23
1.885e+03 3.169e-33 1.857e-26 5.812e-25 3.117e-23 1.872e-22 3.118e-23
1.902e+03 3.055e-33 1.793e-26 5.785e-25 3.147e-23 1.890e-22 3.147e-23
1.920e+03 2.944e-33 1.769e-26 5.757e-25 3.176e-23 1.908e-22 3.177e-23
1.938e+03 2.837e-33 1.809e-26 5.730e-25 3.206e-23 1.926e-22 3.207e-23
1.956e+03 2.735e-33 1.975e-26 5.702e-25 3.236e-23 1.945e-22 3.237e-23
1.974e+03 2.636e-33 2.497e-26 5.675e-25 3.267e-23 1.963e-22 3.267e-23
1.992e+03 2.540e-33 4.761e-26 5.648e-25 3.297e-23 1.982e-22 3.298e-23
2.010e+03 2.448e-33 2.587e-25 5.621e-25 3.328e-23 2.000e-22 3.329e-23
2.029e+03 2.360e-33 3.910e-26 5.594e-25 3.359e-23 2.019e-22 3.360e-23
2.048e+03 2.274e-33 2.544e-26 5.567e-25 3.391e-23 2.039e-22 3.391e-23
2.067e+03 2.192e-33 2.155e-26 5.540e-25 3.423e-23 2.058e-22 3.423e-23
2.086e+03 2.112e-33 2.031e-26 5.514e-25 3.455e-23 2.077e-22 3.455e-23
2.105e+03 2.036e-33 2.026e-26 5.487e-25 3.487e-23 2.097e-22 3.488e-23
2.125e+03 1.962e-33 2.099e-26 5.461e-25 3.520e-23 2.117e-22 3.520e-23
2.145e+03 1.891e-33 2.245e-26 5.435e-25 3.553e-23 2.137e-22 3.553e-23
2.164e+03 1.823e-33 2.477e-26 5.409e-25 3.586e-23 2.157e-22 3.587e-23
2.184e+03 1.757e-33 2.832e-26 5.382e-25 3.620e-23 2.178e-22 3.620e-23
2.205e+03 1.693e-33 3.386e-26 5.357e-25 3.654e-23 2.198e-22 3.654e-23
2.225e+03 1.632e-33 4.323e-26 5.331e-25 3.688e-23 2.219e-22 3.688e-23
2.246e+03 1.573e-33 6.167e-26 5.305e-25 3.723e-23 2.240e-22 3.723e-23
2.266e+03 1.516e-33 1.127e-25 5.279e-25 3.757e-23 2.261e-22 3.758e-23
2.287e+03 1.461e-33 8.471e-25 5.254e-25 3.793e-23 2.282e-22 3.794e-23
2.309e+03 1.408e-33 1.477e-25 5.228e-25 3.828e-23 2.304e-22 3.829e-23
2.330e+03 1.357e-33 6.707e-26 5.203e-25 3.864e-23 2.326e-22 3.864e-23
2.352e+03 1.308e-33 4.319e-26 5.178e-25 3.900e-23 2.348e-22 3.900e-23
2.373e+03 1.261e-33 3.182e-26 5.153e-25 3.937e-23 2.370e-22 3.937e-23
2.395e+03 1.215e-33 2.521e-26 5.128e-25 3.973e-23 2.392e-22 3.974e-23
2.418e+03 1.171e-33 2.094e-26 5.103e-25 4.011e-23 2.415e-22 4.011e-23
2.440e+03 1.129e-33 1.797e-26 5.078e-25 4.048e-23 2.437e-22 4.048e-23
2.463e+03 1.088e-33 1.582e-26 5.054e-25 4.086e-23 2.460e-22 4.086e-23
