f_AtomClock	h_AtomClock
0.0020417379446695297	3.73843544544131e-22
0.0020892961308540407	3.694022335717091e-22
0.0021379620895022326	3.650223532837557e-22
0.002187761623949552	3.607026725219685e-22
0.00223872113856834	3.5644200498772505e-22
0.0022908676527677745	3.522392071502387e-22
0.0023442288153199225	3.48093176262507e-22
0.00239883291901949	3.4400284847985885e-22
0.002454708915685031	3.3996719707613495e-22
0.002511886431509582	3.359852307527489e-22
0.0025703957827688645	3.3205599203609327e-22
0.0026302679918953813	3.281785557589564e-22
0.002691534803926914	3.243520276218182e-22
0.002754228703338166	3.205755428300809e-22
0.002818382931264455	3.1684826480347613e-22
0.0028840315031266055	3.131693839540701e-22
0.0029512092266663842	3.095381165294555e-22
0.003019951720402016	3.0595370351788945e-22
0.003090295432513592	3.024154096122891e-22
0.0031622776601683794	2.9892252223015174e-22
0.003235936569296281	2.954743505866105e-22
0.003311311214825911	2.920702248179792e-22
0.0033884415613920273	2.8870949515326956e-22
0.0034673685045253167	2.8539153113129463e-22
0.0035481338923357532	2.8211572086109493e-22
0.003630780547701014	2.7888147032353995e-22
0.003715352290971728	2.756882027120715e-22
0.0038018939632056127	2.7253535781065966e-22
0.003890451449942805	2.6942239140714647e-22
0.003981071705534973	2.663487747402505e-22
0.00407380277804113	2.6331399397859712e-22
0.004168693834703355	2.603175497302285e-22
0.004265795188015926	2.5735895658113245e-22
0.004365158322401661	2.5443774266141102e-22
0.004466835921509635	2.515534492377862e-22
0.004570881896148752	2.487056303312111e-22
0.004677351412871981	2.458938523584299e-22
0.00478630092322638	2.4311769379639335e-22
0.004897788193684461	2.403767448684998e-22
0.005011872336272725	2.3767060725169655e-22
0.005128613839913648	2.3499889380352744e-22
0.005248074602497723	2.3236122830827433e-22
0.005370317963702527	2.297572452413889e-22
0.005495408738576248	2.2718658955146316e-22
0.005623413251903491	2.2464891645903183e-22
0.005754399373371567	2.2214389127154996e-22
0.00588843655355589	2.1967118921392853e-22
0.0060255958607435805	2.1723049527405503e-22
0.006165950018614822	2.1482150406276427e-22
0.00630957344480193	2.1244391968776175e-22
0.006456542290346556	2.1009745564104156e-22
0.006606934480075964	2.0778183469937128e-22
0.006760829753919818	2.0549678883745239e-22
0.006918309709189363	2.032420591533938e-22
0.00707945784384138	2.010173958061717e-22
0.007244359600749906	1.9882255796477034e-22
0.007413102413009177	1.9665731376873402e-22
0.007585775750291836	1.9452144029988197e-22
0.00776247116628692	1.924147235649677e-22
0.00794328234724282	1.9033695848908634e-22
0.008128305161640995	1.8828794891965993e-22
0.008317637711026709	1.8626750764085128e-22
0.008511380382023759	1.8427545639828374e-22
0.008709635899560805	1.8231162593396033e-22
0.008912509381337459	1.8037585603130325e-22
0.009120108393559097	1.784679955702483e-22
0.009332543007969905	1.7658790259235607e-22
0.009549925860214359	1.7473544437591484e-22
0.009772372209558112	1.729104975210347e-22
0.01	1.711129480447456e-22
0.010232929922807547	1.693426914861347e-22
0.010471285480508996	1.6759963302157549e-22
0.01071519305237607	1.6588368759011578e-22
0.01096478196143185	1.6419478002911384e-22
0.01122018454301963	1.625328452202247e-22
0.01148153621496883	1.608978282458599e-22
0.011748975549395291	1.5928968455625713e-22
0.012022644346174132	1.577083801473149e-22
0.012302687708123811	1.5615389174936536e-22
0.012589254117941675	1.5462620702707173e-22
0.012882495516931335	1.5312532479065772e-22
0.013182567385564075	1.5165125521868865e-22
0.013489628825916533	1.5020402009264622e-22
0.013803842646028852	1.4878365304354907e-22
0.01412537544622754	1.4739019981089608e-22
0.01445439770745928	1.4602371851421919e-22
0.014791083881682071	1.4468427993755589e-22
0.015135612484362087	1.4337196782716568e-22
0.01548816618912481	1.420868792028337e-22
0.01584893192461114	1.408291246831231e-22
0.0162181009735893	1.3959882882495685e-22
0.016595869074375613	1.383961304779265e-22
0.016982436524617443	1.3722118315374722e-22
0.017378008287493762	1.3607415541129528e-22
0.01778279410038923	1.349552312576874e-22
0.018197008586099843	1.3386461056587795e-22
0.018620871366628676	1.3280250950927493e-22
0.019054607179632484	1.3176916101389418e-22
0.019498445997580455	1.3076481522859437e-22
0.01995262314968881	1.2978974001395828e-22
0.020417379446695295	1.2884422145040854e-22
0.020892961308540386	1.2792856436616938e-22
0.021379620895022326	1.2704309288571194e-22
0.02187761623949552	1.2618815099934409e-22
0.0223872113856834	1.2536410315463291e-22
0.022908676527677724	1.2457133487037408e-22
0.023442288153199226	1.2381025337384993e-22
0.023988329190194897	1.2308128826214712e-22
0.02454708915685031	1.2238489218833217e-22
0.025118864315095794	1.2172154157331575e-22
0.025703957827688646	1.2109173734426525e-22
0.026302679918953815	1.2049600570045932e-22
0.026915348039269166	1.1993489890750952e-22
0.02754228703338166	1.1940899612090956e-22
0.02818382931264455	1.1891890423990683e-22
0.028840315031266057	1.1846525879272896e-22
0.02951209226666387	1.180487248542338e-22
0.03019951720402016	1.1766999799709155e-22
0.03090295432513592	1.1732980527764777e-22
0.03162277660168379	1.1702890625765703e-22
0.03235936569296284	1.1676809406312016e-22
0.03311311214825911	1.165481964815028e-22
0.03388441561392028	1.1637007709865845e-22
0.034673685045253165	1.1623463647682658e-22
0.035481338923357565	1.161428133751261e-22
0.03630780547701014	1.160955860140146e-22
0.03715352290971724	1.1609397338523648e-22
0.038018939632056124	1.161390366088376e-22
0.03890451449942805	1.1623188033888e-22
0.039810717055349734	1.1637365421954841e-22
0.04073802778041126	1.165655543934008e-22
0.04168693834703355	1.168088250635766e-22
0.04265795188015926	1.1710476011184145e-22
0.04365158322401661	1.1745470477441327e-22
0.0446683592150963	1.1786005737758401e-22
0.04570881896148752	1.1832227113522197e-22
0.046773514128719815	1.1884285601031394e-22
0.04786300923226385	1.194233806427827e-22
0.04897788193684462	1.200654743458942e-22
0.05011872336272725	1.2077082917365043e-22
0.05128613839913648	1.2154120206164938e-22
0.052480746024977286	1.2237841704397988e-22
0.05370317963702527	1.2328436754881084e-22
0.05495408738576248	1.2426101877542746e-22
0.05623413251903491	1.2531041015556435e-22
0.05754399373371572	1.2643465790198674e-22
0.0588843655355589	1.2763595764737254e-22
0.06025595860743581	1.2891658717665955e-22
0.06165950018614822	1.30278909256129e-22
0.06309573444801936	1.317253745626166e-22
0.06456542290346556	1.3325852471635668e-22
0.06606934480075957	1.3488099542109376e-22
0.06760829753919818	1.3659551971521908e-22
0.06918309709189363	1.3840493133782459e-22
0.0707945784384138	1.4031216821370452e-22
0.07244359600749899	1.4232027606147278e-22
0.07413102413009177	1.4443241212911678e-22
0.07585775750291836	1.466518490614538e-22
0.07762471166286919	1.4898197890411968e-22
0.07943282347242814	1.5142631724887687e-22
0.08128305161640995	1.5398850752520132e-22
0.08317637711026708	1.566723254432795e-22
0.08511380382023767	1.5948168359373004e-22
0.08709635899560805	1.6242063620954684e-22
0.08912509381337459	1.6549338409596073e-22
0.09120108393559097	1.6870427973410864e-22
0.09332543007969915	1.7205783256461614e-22
0.09549925860214359	1.7555871445740218e-22
0.09772372209558111	1.7921176537425004e-22
0.1	1.830219992309056e-22
0.10232929922807547	1.869946099657126e-22
0.10471285480508996	1.911349778220323e-22
0.10715193052376071	1.95448675851958e-22
0.1096478196143185	1.9994147664908991e-22
0.11220184543019641	2.046193593184183e-22
0.1148153621496883	2.0948851669163652e-22
0.11748975549395303	2.1455536279650813e-22
0.12022644346174131	2.198265405892029e-22
0.1230268770812381	2.253089299588451e-22
0.12589254117941676	2.3100965601382735e-22
0.12882495516931336	2.369360976597886e-22
0.13182567385564073	2.430958964795041e-22
0.13489628825916533	2.4949696592528244e-22
0.13803842646028852	2.5614750083485754e-22
0.1412537544622754	2.630559872821275e-22
0.1445439770745928	2.7023121277451163e-22
0.1479108388168207	2.7768227680909297e-22
0.15135612484362088	2.854186018001582e-22
0.1548816618912481	2.9344994439117148e-22
0.15848931924611143	3.0178640716469774e-22
0.16218100973589297	3.1043845076424426e-22
0.16595869074375613	3.194169064425035e-22
0.16982436524617442	3.287329890509625e-22
0.17378008287493762	3.383983104864005e-22
0.1778279410038923	3.484248936103104e-22
0.18197008586099844	3.5882518665787386e-22
0.18620871366628675	3.6961207815367496e-22
0.19054607179632482	3.807989123519708e-22
0.19498445997580455	3.923995052199314e-22
0.19952623149688808	4.0442816098294577e-22
0.20417379446695297	4.1689968925171976e-22
0.2089296130854041	4.298294227516289e-22
0.21379620895022325	4.432332356754673e-22
0.21877616239495518	4.571275626815106e-22
0.223872113856834	4.715294185595573e-22
0.22908676527677724	4.864564185884199e-22
0.23442288153199228	5.019267996091703e-22
0.239883291901949	5.179594418392686e-22
0.2454708915685031	5.345738914536353e-22
0.25118864315095796	5.51790383959584e-22
0.25703957827688645	5.696298683935387e-22
0.26302679918953814	5.881140323683849e-22
0.26915348039269166	6.072653280013666e-22
0.2754228703338166	6.271069987534493e-22
0.2818382931264455	6.476631072121964e-22
0.28840315031266056	6.689585638512904e-22
0.2951209226666387	6.910191568010427e-22
0.3019951720402016	7.138715826653866e-22
0.30902954325135923	7.375434784221589e-22
0.31622776601683794	7.620634544447012e-22
0.32359365692962844	7.874611286842189e-22
0.3311311214825911	8.137671620536487e-22
0.33884415613920277	8.41013295055293e-22
0.34673685045253166	8.692323856958896e-22
0.3548133892335757	8.984584487343924e-22
0.3630780547701014	9.287266963092576e-22
0.3715352290971728	9.600735799937516e-22
0.38018939632056126	9.925368343294158e-22
0.3890451449942805	1.0261555218896798e-21
0.3981071705534973	1.0609700799273472e-21
0.4073802778041126	1.09702236866164e-21
0.41686938347033553	1.134355721262415e-21
0.42657951880159256	1.173014995591171e-21
0.4365158322401661	1.2130466277606117e-21
0.44668359215096304	1.2544986875766343e-21
0.4570881896148752	1.2974209359289348e-21
0.4677351412871981	1.3418648841986586e-21
0.47863009232263853	1.387883855754026e-21
0.48977881936844614	1.4355330496072584e-21
0.5011872336272725	1.484869606308803e-21
0.5128613839913648	1.5359526761574245e-21
0.5248074602497729	1.5888434898076032e-21
0.5370317963702527	1.643605431358423e-21
0.5495408738576248	1.7003041140112162e-21
0.5623413251903491	1.7590074583861624e-21
0.5754399373371573	1.8197857735913606e-21
0.588843655355589	1.882711841141013e-21
0.6025595860743581	1.947861001822931e-21
0.6165950018614822	2.0153112456189212e-21
0.6309573444801936	2.085143304785414e-21
0.6456542290346556	2.157440750205312e-21
0.6606934480075964	2.232290091126093e-21
0.6760829753919819	2.3097808784030815e-21
0.6918309709189363	2.3900058113711565e-21
0.707945784384138	2.473060848472322e-21
0.7244359600749899	2.559045321771164e-21
0.7413102413009177	2.648062055494856e-21
0.7585775750291835	2.740217488739047e-21
0.776247116628692	2.835621802486151e-21
0.7943282347242814	2.9343890510874513e-21
0.8128305161640995	3.036637298366021e-21
0.8317637711026709	3.142488758502702e-21
0.8511380382023768	3.2520699418733806e-21
0.8709635899560805	3.3655118060113904e-21
0.8912509381337459	3.482949911875324e-21
0.9120108393559097	3.604524585608508e-21
0.9332543007969915	3.730381085983339e-21
0.9549925860214359	3.860669777730019e-21
0.9772372209558111	3.995546310956729e-21
1.	4.1351718068750606e-21
1.0232929922807537	4.279713050052516e-21
1.0471285480509007	4.42934268742126e-21
1.071519305237607	4.584239434280615e-21
1.096478196143185	4.7445882875391985e-21
1.122018454301963	4.910580746450885e-21
1.1481536214968842	5.082415041108127e-21
1.1748975549395304	5.260296368965099e-21
1.2022644346174132	5.444437139673082e-21
1.2302687708123812	5.635057228519884e-21
1.2589254117941662	5.832384238775878e-21
1.288249551693135	6.036653773259638e-21
1.3182567385564075	6.2481097154469776e-21
1.3489628825916533	6.467004520459128e-21
1.3803842646028839	6.693599516276833e-21
1.4125375446227555	6.928165215539968e-21
1.4454397707459279	7.170981638304544e-21
1.4791083881682072	7.422338646142382e-21
1.513561248436207	7.682536287981731e-21
1.5488166189124828	7.951885158101745e-21
1.584893192461114	8.230706766707594e-21
1.6218100973589298	8.519333923528825e-21
1.6595869074375598	8.818111134898046e-21
1.698243652461746	9.127395014784091e-21
1.7378008287493762	9.44755471026977e-21
1.7782794100389228	9.778972341982187e-21
1.8197008586099825	1.0122043460000622e-20
1.8620871366628695	1.0477177515786248e-20
1.9054607179632483	1.0844798350696468e-20
1.9498445997580456	1.1225344701667088e-20
1.9952623149688788	1.1619270724665077e-20
2.041737944669532	1.2027046536536914e-20
2.089296130854041	1.2449158775898526e-20
2.1379620895022327	1.288611118373663e-20
2.1877616239495516	1.3338425204413368e-20
2.2387211385683425	1.3806640607791936e-20
2.290867652767775	1.429131613322485e-20
2.344228815319923	1.4793030156173925e-20
2.39883291901949	1.531238137825642e-20
2.4547089156850284	1.5849989541541174e-20
2.5118864315095824	1.640649616794681e-20
2.570395782768865	1.6982565324623786e-20
2.6302679918953813	1.7578884416234317e-20
2.691534803926914	1.8196165005074264e-20
2.754228703338169	1.883514366001628e-20
2.818382931264455	1.9496582835286495e-20
2.8840315031266055	2.0181271780123887e-20
2.951209226666384	2.0890027480406702e-20
3.019951720402019	2.162369563336993e-20
3.090295432513592	2.2383151656576373e-20
3.1622776601683795	2.3169301732345786e-20
3.235936569296281	2.398308388888691e-20
3.3113112148259143	2.4825469119423467e-20
3.3884415613920273	2.5697462540648134e-20
3.4673685045253166	2.660010459188812e-20
3.5481338923357533	2.7534472276411214e-20
3.6307805477010175	2.850168044635462e-20
3.715352290971728	2.950288313280858e-20
3.801893963205613	3.053927492264291e-20
3.890451449942805	3.161209238371745e-20
3.9810717055349776	3.272261554017816e-20
4.07380277804113	3.387216939959767e-20
4.168693834703355	3.5062125533784134e-20
4.265795188015925	3.629390371514203e-20
4.365158322401657	3.756897361053891e-20
4.4668359215096345	3.8888856534698386e-20
4.570881896148752	4.0255127265210546e-20
4.677351412871981	4.16694159213272e-20
4.7863009232263805	4.313340990878071e-20
4.897788193684466	4.464885593294894e-20
5.011872336272725	4.6217562082766556e-20
5.1286138399136485	4.7841399987870546e-20
5.248074602497723	4.9522307051551663e-20
5.370317963702533	5.12622887621772e-20
5.4954087385762485	5.3063421085841496e-20
5.623413251903491	5.492785294310086e-20
5.754399373371567	5.685780877274502e-20
5.888436553555896	5.885559118566593e-20
6.025595860743581	6.092358371198836e-20
6.165950018614822	6.30642536447423e-20
6.30957344480193	6.528015498346687e-20
6.456542290346563	6.757393148125945e-20
6.606934480075965	6.9948319798904e-20
6.760829753919819	7.240615276984433e-20
6.918309709189363	7.495036277989335e-20
7.0794578438413875	7.758398526571428e-20
7.244359600749906	8.031016233624466e-20
7.413102413009177	8.313214652138723e-20
7.585775750291836	8.605330465243599e-20
7.762471166286912	8.907712187886973e-20
7.943282347242821	9.220720582630498e-20
8.128305161640995	9.544729090056631e-20
8.317637711026709	9.880124274301479e-20
8.51138038202376	1.022730628424427e-19
8.709635899560814	1.058668933090427e-19
8.91250938133746	1.0958702181614249e-19
9.120108393559097	1.1343788671560567e-19
9.332543007969905	1.1742408233299659e-19
9.549925860214369	1.2155036444882968e-19
9.772372209558112	1.2582165597244074e-19
10.	1.3024305281525318e-19
10.232929922807536	1.3481982997044054e-19
10.471285480509007	1.395574478062436e-19
10.71519305237607	1.444615585804458e-19
10.964781961431852	1.495380131837857e-19
11.220184543019629	1.5479286812034388e-19
11.481536214968841	1.6023239273323763e-19
11.748975549395302	1.6586307668423987e-19
12.02264434617413	1.71691637696253e-19
12.30268770812381	1.7772502956786506e-19
12.589254117941687	1.83970450469558e-19
12.88249551693135	1.904353515314591e-19
13.182567385564074	1.9712744573289066e-19
13.489628825916533	2.0405471710431195e-19
13.803842646028839	2.1122543025264024e-19
14.125375446227554	2.1864814022131194e-19
14.45439770745928	2.2633170269684556e-19
14.791083881682072	2.342852845740903e-19
15.135612484362072	2.4251837489275613e-19
15.488166189124827	2.510407961582783e-19
15.848931924611142	2.598627160605208e-19
16.218100973589298	2.689946596043043e-19
16.595869074375596	2.784475216662227e-19
16.98243652461746	2.8823257999273614e-19
17.378008287493763	2.9836150865504116e-19
17.78279410038923	3.088463919767824e-19
18.197008586099827	3.196997389512053e-19
18.620871366628695	3.3093449816496544e-19
19.054607179632484	3.425640732463856e-19
19.498445997580454	3.546023388566083e-19
19.952623149688787	3.670636572427037e-19
20.417379446695318	3.7996289537249357e-19
20.892961308540407	3.933154426715243e-19
21.379620895022324	4.0713722938336806e-19
21.87761623949552	4.2144474557513174e-19
22.387211385683422	4.36255060810868e-19
22.90867652767775	4.515858445163465e-19
23.442288153199225	4.674553870594981e-19
23.9883291901949	4.838826215716608e-19
24.547089156850287	5.008871465356757e-19
25.11886431509582	5.184892491677801e-19
25.703957827688647	5.36709929621182e-19
26.302679918953814	5.555709260402164e-19
26.91534803926914	5.750947404949443e-19
27.54228703338169	5.953046658271567e-19
28.18382931264455	6.162248134397996e-19
28.84031503126606	6.378801420629914e-19
29.51209226666384	6.602964875309285e-19
30.199517204020193	6.83500593605223e-19
30.90295432513592	7.075201438814283e-19
31.622776601683793	7.323837948168515e-19
32.35936569296281	7.581212099190099e-19
33.11311214825915	7.847630951355621e-19
33.884415613920275	8.123412354878994e-19
34.673685045253166	8.408885329921478e-19
35.481338923357534	8.704390459127713e-19
36.30780547701018	9.010280293956437e-19
37.15352290971728	9.32691977529046e-19
38.018939632056124	9.654686668827972e-19
38.904514499428046	9.993972015774233e-19
39.81071705534978	1.0345180599371686e-18
40.7380277804113	1.0708731427824752e-18
41.68693834703355	1.1085058234196026e-18
42.65795188015925	1.1474609993869484e-18
43.65158322401656	1.1877851460198766e-18
44.668359215096345	1.2295263718979175e-18
45.708818961487516	1.272734476240492e-18
46.77351412871981	1.3174610083196806e-18
47.863009232263806	1.3637593289608463e-18
48.97788193684466	1.4116846742045516e-18
50.11872336272725	1.4612942212056643e-18
51.28613839913648	1.5126471564483381e-18
52.48074602497723	1.5658047463581866e-18
53.70317963702533	1.6208304103959331e-18
54.954087385762485	1.6777897967197111e-18
56.23413251903491	1.7367508605063466e-18
57.543993733715666	1.797783945024974e-18
58.884365535558956	1.8609618655597792e-18
60.25595860743581	1.926359996281944e-18
61.65950018614822	1.994056360174508e-18
63.0957344480193	2.064131722117334e-18
64.56542290346563	2.136669685243315e-18
66.06934480075964	2.2117567906807033e-18
67.60829753919819	2.2894826208006752e-18
69.18309709189363	2.3699399060931644e-18
70.79457843841388	2.453224635798594e-18
72.44359600749905	2.5394361724273908e-18
74.13102413009177	2.628677370304052e-18
75.85775750291836	2.7210546982770196e-18
77.62471166286912	2.8166783667408965e-18
79.43282347242821	2.915662459122484e-18
81.28305161640995	3.0181250679874967e-18
83.17637711026708	3.1241884359304334e-18
85.11380382023759	3.2339791014155525e-18
87.09635899560814	3.347628049743048e-18
89.12509381337459	3.465270869320475e-18
91.20108393559097	3.587047913425956e-18
93.32543007969905	3.713104467656028e-18
95.49925860214368	3.843590923258013e-18
97.72372209558111	3.978662956553605e-18
100.	4.1184817146678955e-18
